Kata,Klasifikasi
mani,NOUN
menurut,ADP
peraturan,NOUN
Taurat,PROPN
dianggap,VERB
najis,NOUN
",",PUNCT
seperti,SCONJ
tertulis,VERB
:,PUNCT
"""",PUNCT
Apabila,SCONJ
seorang,DET
laki-laki,NOUN
tertumpah,VERB
maninya,_
mani,NOUN
nya,PRON
",",PUNCT
ia,PRON
harus,AUX
membasuh,VERB
seluruh,DET
tubuhnya,_
tubuh,NOUN
nya,PRON
dengan,ADP
air,NOUN
dan,CCONJ
ia,PRON
menjadi,VERB
najis,NOUN
sampai,ADP
matahari,NOUN
terbenam,VERB
.,PUNCT
Beluk,PROPN
sudah,AUX
dianggap,VERB
sebagai,ADP
kesenian,NOUN
buhun,NOUN
(,PUNCT
kolot,ADJ
",",PUNCT
tua,ADJ
",",PUNCT
lama,ADJ
),PUNCT
.,PUNCT
Setelah,ADP
serangkaian,DET
pengeboman,NOUN
Sekutu,PROPN
di,ADP
galangan,NOUN
kapal,NOUN
Jepang,PROPN
di,ADP
Kure,PROPN
",",PUNCT
Prefektur,PROPN
Hiroshima,PROPN
",",PUNCT
kapal-kapal,NOUN
perang,NOUN
Jepang,PROPN
yang,PRON
tersisa,VERB
hanyalah,_
hanya,ADV
lah,PART
enam,NUM
kapal,NOUN
induk,NOUN
",",PUNCT
empat,NUM
kapal,NOUN
penjelajah,NOUN
",",PUNCT
dan,CCONJ
satu,NUM
kapal,NOUN
tempur,NOUN
.,PUNCT
Setelah,ADP
penandatanganan,NOUN
Persetujuan,NOUN
Damai,PROPN
Oslo,PROPN
",",PUNCT
Dewan,PROPN
Nasional,PROPN
Palestina,PROPN
bertemu,VERB
di,ADP
Gaza,PROPN
pada,ADP
bulan,PROPN
April,PROPN
1996,NUM
",",PUNCT
membatalkan,VERB
bagian,NOUN
piagam,NOUN
tersebut,DET
yang,PRON
menyatakan,VERB
akan,ADV
penyangkalan,NOUN
Israel,PROPN
",",PUNCT
setelah,ADP
pemungutan,NOUN
suara,NOUN
504,NUM
untuk,ADP
54,NUM
.,PUNCT
Masih,ADV
banyak,DET
kekurangan,NOUN
yang,PRON
harus,AUX
segera,ADV
kami,PRON
perbaiki,VERB
",",PUNCT
dengan,ADP
niat,NOUN
yang,PRON
tulus,ADJ
dan,CCONJ
kesungguhan,NOUN
hati,NOUN
",",PUNCT
kami,PRON
yakin,ADJ
dalam,ADP
2,NUM
-,PUNCT
3,NUM
tahu,NOUN
kedepan,NOUN
",",PUNCT
visi,PROPN
akan,AUX
terealisasi,VERB
.,PUNCT
UMA,PROPN
",",PUNCT
Inc,PROPN
.,PUNCT
adalah,AUX
produsen,NOUN
diversifikasi,NOUN
instrumentasi,NOUN
medis,ADJ
dan,CCONJ
pesawat,NOUN
sejak,ADP
1936,NUM
.,PUNCT
Sebab,ADP
itu,PRON
apakah,_
apa,ADV
kah,PART
yang,PRON
akan,AUX
kita,PRON
katakan,VERB
tentang,ADP
semuanya,_
semua,PRON
nya,DET
itu,DET
?,PUNCT
Respons,PROPN
dari,ADP
pihak,NOUN
Pemerintah,PROPN
Daerah,PROPN
dan,CCONJ
Departemen,PROPN
Agama,PROPN
RI,PROPN
untuk,SCONJ
memenuhi,VERB
keinginan,NOUN
dalam,ADP
mewujudkan,VERB
suatu,DET
IAIN,NOUN
penuh,ADJ
dan,CCONJ
berdiri,VERB
sendiri,ADJ
di,ADP
Medan,PROPN
",",PUNCT
ditindaklanjuti,VERB
dengan,SCONJ
mempersiapkan,VERB
gedung-gedung,NOUN
kuliah,NOUN
",",PUNCT
perpustakaan,NOUN
",",PUNCT
tenaga,NOUN
administrasi,NOUN
",",PUNCT
tenaga,NOUN
dosen,NOUN
serta,CCONJ
sarana-sarana,NOUN
perkuliahan,NOUN
lainnya,ADJ
.,PUNCT
Alu,PROPN
penghomogen,VERB
dapat,AUX
digunakan,VERB
untuk,SCONJ
menghancurkan,VERB
sel,NOUN
hewan,NOUN
dengan,ADP
efektif,ADJ
namun,CCONJ
lembut,VERB
.,PUNCT
Imah,PROPN
ditunjuk,VERB
sebagai,ADP
keliang,NOUN
pertama,ADJ
yang,PRON
memerintah,VERB
Bengkaung,PROPN
pada,ADP
masa,NOUN
Hindia,PROPN
Belanda,PROPN
.,PUNCT
Stadion,PROPN
Kota,PROPN
Toulouse,PROPN
adalah,AUX
stadion,NOUN
serbaguna,ADJ
terbesar,ADJ
di,ADP
Toulouse,PROPN
dan,CCONJ
merupakan,VERB
stadion,NOUN
terbesar,ADJ
ketujuh,ADJ
di,ADP
Perancis,PROPN
.,PUNCT
Perbedaan,NOUN
mazhab,NOUN
yang,PRON
tepat,ADJ
dalam,ADP
teologi,NOUN
menyebabkan,VERB
perpecahan,NOUN
dengan,ADP
Kristen,PROPN
Koptik,PROPN
masih,ADV
diperdebatkan,VERB
",",PUNCT
sangat,ADV
teknis,ADJ
",",PUNCT
dan,CCONJ
terutama,ADV
berkaitan,VERB
dengan,ADP
sifat,NOUN
Kristus,PROPN
.,PUNCT
Mengapa,ADV
ajibon,NOUN
memberontak,VERB
?,PUNCT
Maka,SCONJ
gerakan,NOUN
Reformasi,NOUN
memutuskan,VERB
untuk,SCONJ
mengambil,VERB
alih,VERB
sebuah,DET
partai,NOUN
kecil,ADJ
yang,PRON
telah,AUX
terdaftar,VERB
iaitu,ADV
Ikatan,NOUN
Masyarakat,PROPN
Islam,PROPN
Malaysia,PROPN
yang,PRON
didirikan,VERB
pada,ADP
1990,NUM
.,PUNCT
Teori-teori,NOUN
sosial,ADJ
melulu,ADV
ingin,AUX
menyalin,VERB
fakta,NOUN
masa,NOUN
kini,ADJ
.,PUNCT
Anagram,PROPN
adalah,AUX
salah,ADJ
satu,NUM
jenis,NOUN
permainan,NOUN
kata,NOUN
yang,PRON
huruf-huruf,NOUN
di,ADP
kata,NOUN
awal,ADJ
biasanya,ADV
diacak,VERB
untuk,SCONJ
membentuk,VERB
kata,NOUN
lain,ADJ
atau,CCONJ
sebuah,DET
kalimat,NOUN
.,PUNCT
Gampong,PROPN
Baro,PROPN
merupakan,VERB
salah,ADJ
satu,NUM
gampong,NOUN
yang,PRON
ada,VERB
di,ADP
kecamatan,PROPN
Simpang,PROPN
Ulim,PROPN
",",PUNCT
Kabupaten,PROPN
Aceh,PROPN
Timur,PROPN
",",PUNCT
provinsi,PROPN
Aceh,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Agustina,PROPN
kemudian,ADV
membeberkan,VERB
rahasia,NOUN
bahwa,SCONJ
ayah,NOUN
Raimunda,PROPN
pernah,ADV
bereselingkuh,VERB
dengan,ADP
ibunya,_
ibu,NOUN
nya,PRON
",",PUNCT
namun,CCONJ
tidak,PART
tahu,VERB
alasan,NOUN
ibunya,ADV
menghilang,VERB
di,ADP
hari,NOUN
yang,PRON
sama,ADJ
ketika,SCONJ
orangtua,NOUN
Raimunda,PROPN
tewas,VERB
dalam,ADP
kebakaran,NOUN
.,PUNCT
Anaknya,_
Anak,NOUN
nya,PRON
",",PUNCT
Tansa,PROPN
Goeslaw,PROPN
",",PUNCT
sudah,AUX
lebih,ADV
dulu,ADV
mendahuluinya,VERB
.,PUNCT
Manifesto,PROPN
ini,DET
menyoroti,VERB
bahaya,NOUN
yang,PRON
ditimbulkan,VERB
oleh,ADP
senjata,NOUN
nuklir,ADJ
dan,CCONJ
menyerukan,VERB
kepada,ADP
pemimpin,NOUN
dunia,NOUN
untuk,SCONJ
mencari,VERB
penyelesaian,NOUN
damai,ADJ
bagi,ADP
konflik-konflik,NOUN
internasional,ADJ
.,PUNCT
Wonorejo,PROPN
adalah,AUX
sebuah,DET
desa,NOUN
di,ADP
wilayah,NOUN
Kecamatan,PROPN
Bantur,PROPN
",",PUNCT
Kabupaten,PROPN
Malang,PROPN
",",PUNCT
Provinsi,PROPN
Jawa,PROPN
Timur,PROPN
.,PUNCT
Namun,ADV
",",PUNCT
di,ADP
kemudian,ADV
hari,NOUN
dia,PRON
menyesalkan,VERB
keputusan,NOUN
ini,DET
karena,SCONJ
beranggapan,VERB
bahwa,SCONJ
produksinya,_
produksi,NOUN
nya,PRON
kurang,ADV
profesional,ADJ
dan,CCONJ
sering,ADV
bertantangan,VERB
dengan,ADP
sutradara,NOUN
Syamsul,PROPN
Fuad,PROPN
.,PUNCT
Pada,ADP
tahun,NOUN
yang,PRON
sama,ADJ
dia,PRON
menghasilkan,VERB
Pantulan,PROPN
Cinta,PROPN
",",PUNCT
sebuah,DET
kolaborasi,NOUN
dengan,ADP
Jockie,PROPN
.,PUNCT
Lagu,PROPN
down,ADJ
tempo,NOUN
ini,DET
menampilkan,VERB
vokal,NOUN
Justin,PROPN
yang,PRON
innosens,ADJ
dan,CCONJ
emosi,NOUN
dari,ADP
lagunya,_
lagu,NOUN
nya,PRON
lebih,ADV
dapat,VERB
mungkin,AUX
dikarenakan,VERB
lagu,NOUN
ini,DET
begitu,ADV
personal,ADJ
untuk,ADP
Justin,PROPN
.,PUNCT
Istilah,NOUN
dipakai,VERB
untuk,SCONJ
menyebut,VERB
lagu,NOUN
percintaan,NOUN
yang,PRON
romantis,ADJ
",",PUNCT
sementara,SCONJ
istilah,NOUN
dipakai,VERB
untuk,SCONJ
menyebut,VERB
lagu,NOUN
bernada,VERB
kecewa,NOUN
karena,SCONJ
patah,VERB
hati,NOUN
.,PUNCT
Pohon,PROPN
durian,NOUN
mampu,AUX
hidup,VERB
puluhan,NOUN
tahun,NOUN
kurang,ADV
lebih,ADV
dari,ADP
60,NUM
-,PUNCT
100-an,NOUN
tahun,NOUN
.,PUNCT
Segi,NOUN
apakah,_
apa,ADV
kah,PART
yang,PRON
menjadi,VERB
penyalur,NOUN
tekanan,NOUN
pikiran,NOUN
dan,CCONJ
perasaan,NOUN
itu,DET
?,PUNCT
Pavone,PROPN
Canavese,PROPN
pada,ADP
tahun,NOUN
2004,NUM
",",PUNCT
memiliki,VERB
penduduk,NOUN
sebesar,ADP
3.812,NUM
jiwa,NOUN
.,PUNCT
Tempat,NOUN
penyelenggaraan,NOUN
dilaksanakan,VERB
bergantian,ADV
antar,ADP
kecamatan,NOUN
setiap,DET
tahun,NOUN
",",PUNCT
ditetapkan,VERB
oleh,ADP
Dewan,NOUN
Adat,NOUN
kabupaten,NOUN
setempat,ADJ
.,PUNCT
Selain,ADP
itu,DET
",",PUNCT
UPT,PROPN
-,PUNCT
PUSKOM,PROPN
juga,ADV
bertugas,VERB
menyediakan,VERB
jasa,NOUN
untuk,SCONJ
mengolah,VERB
daftar,NOUN
gaji,NOUN
pegawai,NOUN
dan,CCONJ
EWMP,PROPN
.,PUNCT
Dengan,SCONJ
adanya,VERB
kerjasama,NOUN
antara,ADP
UNIMAL,PROPN
dan,CCONJ
PT,PROPN
.,PUNCT
Telekomunikasi,NOUN
Indonesia,PROPN
Provinsi,PROPN
Nanggroe,PROPN
Aceh,PROPN
Darussalam,PROPN
",",PUNCT
maka,SCONJ
UNIMAL,PROPN
yang,PRON
memiliki,VERB
beberapa,DET
kampus,PROPN
di,ADP
tengah,NOUN
kota,NOUN
telah,AUX
merancang,VERB
sistem,NOUN
jaringan,NOUN
komputer,NOUN
(,PUNCT
Local,PROPN
Area,PROPN
Network,PROPN
),PUNCT
antar,ADP
gedung,NOUN
dengan,SCONJ
memanfaatkan,VERB
fasilitas,NOUN
koneksi,NOUN
internet,NOUN
(,PUNCT
dedicated,NOUN
line,NOUN
),PUNCT
dan,CCONJ
integrated,NOUN
information,NOUN
system,NOUN
.,PUNCT
Software,PROPN
(,PUNCT
perangkat,NOUN
lunak,ADJ
),PUNCT
yang,PRON
digunakan,VERB
oleh,ADP
UPT,PROPN
-,PUNCT
PUSKOM,PROPN
adalah,AUX
microsoft,NOUN
base,NOUN
application,NOUN
",",PUNCT
sistem,NOUN
operasi,NOUN
windows,PROPN
2000,NUM
",",PUNCT
windows,NOUN
XP,PROPN
professional,ADJ
edition,NOUN
",",PUNCT
dan,CCONJ
sistem,NOUN
operasi,NOUN
linux,NOUN
",",PUNCT
dengan,ADP
beberapa,DET
aplikasi,NOUN
tambahan,ADJ
seperti,ADP
:,PUNCT
visio,NOUN
2000,NUM
professional,NOUN
edition,NOUN
",",PUNCT
auto,NOUN
CAD,PROPN
2000,NUM
",",PUNCT
microsoft,NOUN
office,NOUN
2000,NUM
",",PUNCT
adobe,NOUN
photosop,NOUN
7.0,NUM
",",PUNCT
dan,CCONJ
beberapa,DET
aplikasi,NOUN
lainnya,ADJ
yang,PRON
ter,VERB
-,PUNCT
install,VERB
di,ADP
berbagai,DET
komputer,NOUN
client,NOUN
di,ADP
lingkungan,NOUN
Kampus,PROPN
UNIMAL,PROPN
.,PUNCT
Sekitar,ADP
18,NUM
tahun,NOUN
lalu,ADJ
",",PUNCT
Igor,PROPN
Akrapovic,PROPN
memulai,VERB
kariernya,_
karier,NOUN
nya,PRON
sebagai,ADP
tukang,NOUN
insinyur,NOUN
knalpot,NOUN
.,PUNCT
Hunedoara,PROPN
(,PUNCT
;,PUNCT
),PUNCT
adalah,AUX
kota,NOUN
yang,PRON
terletak,VERB
di,ADP
Provinsi,PROPN
Hunedoara,PROPN
",",PUNCT
Transilvania,PROPN
",",PUNCT
Rumania,PROPN
.,PUNCT
Tanda-tanda,NOUN
tersebut,DET
di,ADP
atas,NOUN
berlaku,VERB
mulai,VERB
1,NUM
Juli,PROPN
1986,NUM
.,PUNCT
Dia,PRON
berkarier,VERB
di,ADP
dunia,NOUN
film,NOUN
sejak,ADP
tahun,NOUN
1998,NUM
.,PUNCT
Midang,PROPN
(,PUNCT
tradisi,NOUN
arak-arakan,NOUN
yang,PRON
diiringi,VERB
musik,NOUN
tradisional,ADJ
seperti,ADP
tanjidor,NOUN
),PUNCT
merupakan,VERB
agenda,NOUN
nasional,ADJ
dalam,ADP
kunjungan,NOUN
wisata,NOUN
lokal,ADJ
maupun,CCONJ
mancanegara,ADJ
yang,PRON
dimiliki,VERB
Kabupaten,PROPN
OKI,PROPN
khususnya,ADJ
.,PUNCT
Walaupun,SCONJ
secara,ADP
jelas,ADJ
disingkirkan,VERB
",",PUNCT
Tan,PROPN
Malaka,PROPN
dapat,AUX
memainkan,VERB
peran,NOUN
intelektual,ADJ
penting,ADJ
dalam,ADP
membangun,VERB
jaringan,NOUN
gerakan,NOUN
sosialis,NOUN
internasional,ADJ
untuk,ADP
gerakan,NOUN
anti,NOUN
penjajahan,NOUN
di,ADP
Asia,PROPN
Tenggara,PROPN
.,PUNCT
Sudah,ADV
selayaknya,ADV
Kota,PROPN
Banjarmasin,PROPN
ditingkatkan,VERB
statusnya,_
status,NOUN
nya,PRON
menjadi,VERB
Pusat,PROPN
Kegiatan,NOUN
Nasional,PROPN
di,ADP
masa,NOUN
mendatang,ADJ
.,PUNCT
Dengan,SCONJ
mengetik,VERB
secara,ADP
acak,NOUN
",",PUNCT
peluang,NOUN
huruf,NOUN
pertama,ADJ
yang,PRON
diketik,VERB
merupakan,VERB
b,NOUN
adalah,AUX
1,NUM
/,PUNCT
50,NUM
",",PUNCT
dan,CCONJ
kemungkinan,NOUN
huruf,NOUN
ke,NUM
dua,NUM
yang,PRON
diketik,VERB
merupakan,VERB
a,NOUN
juga,ADV
adalah,AUX
1,NUM
/,PUNCT
50,NUM
",",PUNCT
dst,NOUN
.,PUNCT
Tim,PROPN
favoritnya,_
favorit,ADJ
nya,DET
adalah,AUX
Fulham,PROPN
FC,PROPN
.,PUNCT
Holtekamp,PROPN
adalah,AUX
kampung,NOUN
di,ADP
distrik,NOUN
Muara,PROPN
Tami,PROPN
",",PUNCT
Kota,PROPN
Jayapura,PROPN
",",PUNCT
Papua,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Pada,ADP
tanggal,NOUN
9,NUM
April,PROPN
2009,NUM
telah,AUX
dilaksanakan,VERB
Pemilu,PROPN
Legislatif,PROPN
dan,CCONJ
di,ADP
Kabupaten,PROPN
Toba,PROPN
Samosir,PROPN
menghasilkan,VERB
25,NUM
Anggota,NOUN
DPRD,PROPN
Kabupaten,PROPN
Toba,PROPN
Samosir,PROPN
yang,PRON
dilantik,VERB
pada,ADP
tanggal,NOUN
15,NUM
Desember,PROPN
2009,NUM
dengan,SCONJ
menetapkan,VERB
pimpinan,NOUN
DPRD,NOUN
sementara,ADJ
yakni,SCONJ
Sahat,PROPN
Panjaitan,PROPN
sebagai,ADP
Ketua,NOUN
",",PUNCT
Djojor,PROPN
Tambunan,PROPN
dan,CCONJ
Rahmat,PROPN
Kurniawan,PROPN
Manullang,PROPN
sebagai,ADP
Wakil,NOUN
Ketua,NOUN
dan,CCONJ
pada,ADP
tanggal,NOUN
3,NUM
Maret,PROPN
2010,NUM
yang,PRON
lalu,ADJ
telah,AUX
ditetapkan,VERB
menjadi,VERB
Pimpinan,NOUN
DRPD,PROPN
Kabupaten,PROPN
Toba,PROPN
Samosir,PROPN
defenitif,ADJ
untuk,ADP
Periode,NOUN
Masa,NOUN
Jabatan,NOUN
2009,NUM
–,PUNCT
2014,NUM
dengan,ADP
Keputusan,NOUN
Gubernur,PROPN
Sumatera,PROPN
Utara,PROPN
Nomor,NOUN
:,PUNCT
188.44,NUM
/,PUNCT
93,NUM
/,PUNCT
KPTS,PROPN
/,PUNCT
2010,NUM
tentang,ADP
Peresmian,NOUN
Pengangkatan,NOUN
Pimpinan,NOUN
DPRD,PROPN
Kabupaten,PROPN
Toba,PROPN
Samosir,PROPN
Masa,NOUN
Jabatan,NOUN
2009,NUM
–,PUNCT
2014,NUM
.,PUNCT
Dari,ADP
keempat,NUM
itu,DET
manakah,_
mana,PRON
kah,PART
yang,PRON
lebih,ADV
tua,ADJ
?,PUNCT
Kabupaten,NOUN
Bener,PROPN
Meriah,PROPN
yang,PRON
beribukota,VERB
di,ADP
Simpang,PROPN
Tiga,NUM
Redelong,PROPN
memiliki,VERB
luas,NOUN
"1.919,69",NUM
km2,NOUN
terdiri,VERB
dari,SCONJ
10,NUM
Kecamatan,NOUN
dan,CCONJ
233,NUM
desa,NOUN
",",PUNCT
Bener,PROPN
Meriah,PROPN
terletak,VERB
4,NUM
°,SYM
33,NUM
50,NUM
-,PUNCT
4,NUM
°,SYM
54,NUM
50,NUM
Lintang,NOUN
Utara,NOUN
dan,CCONJ
96,NUM
°,SYM
40,NUM
75,NUM
-,PUNCT
97,NUM
°,SYM
17,NUM
50,NUM
Bujur,NOUN
Timur,NOUN
dengan,ADP
tinggi,NOUN
rata-rata,ADJ
di,ADP
atas,NOUN
permukaan,NOUN
laut,NOUN
100,NUM
-,PUNCT
2.500,NUM
mdpl,NOUN
Kabupaten,NOUN
Bener,NOUN
Meriah,NOUN
mencakup,VERB
bagian,NOUN
utara,NOUN
Kabupaten,NOUN
Aceh,PROPN
Tengah,PROPN
yang,PRON
berbatasan,VERB
dengan,ADP
Komoditi,NOUN
unggulan,VERB
Kabupaten,NOUN
Bener,NOUN
Meriah,NOUN
yaitu,ADP
sektor,NOUN
Perkebunan,NOUN
dan,CCONJ
jasa,NOUN
.,PUNCT
Bukan,PART
hanya,ADV
itu,DET
",",PUNCT
masih,ADV
banyak,ADV
hal,NOUN
lainnya,ADJ
yang,PRON
tidak,PART
diangkat,VERB
oleh,ADP
film,NOUN
V,PROPN
for,ADP
Vendetta,PROPN
.,PUNCT
Sekitar,ADP
tahun,NOUN
1964-an,NOUN
",",PUNCT
The,PROPN
Astronauts,PROPN
dan,CCONJ
The,PROPN
Ventures,PROPN
menjadi,VERB
populer,ADJ
di,ADP
Jepang,PROPN
.,PUNCT
James,PROPN
Morrison,PROPN
(,PUNCT
),PUNCT
merupakan,VERB
seorang,DET
penyanyi,NOUN
dan,CCONJ
pencipta,NOUN
lagu,NOUN
berkebangsaan,NOUN
Inggris,PROPN
.,PUNCT
Desainnya,_
Desain,NOUN
nya,PRON
ditujukan,VERB
untuk,SCONJ
merefleksikan,VERB
dua,NUM
komponen,NOUN
berbeda,VERB
Komisi,PROPN
dan,CCONJ
Mahkamah,PROPN
.,PUNCT
',PUNCT
Tuhan,PROPN
sudah,PROPN
mati,PROPN
',PUNCT
adalah,AUX
motivasi,NOUN
bagi,ADP
proyek,NOUN
filsafat,NOUN
terakhir,ADJ
Nietzsche,PROPN
yang,PRON
tidak,PART
terselesaikan,VERB
",",PUNCT
',PUNCT
revaluasi,NOUN
terhadap,ADP
semua,DET
nilai,NOUN
',PUNCT
.,PUNCT
Kali,PROPN
ini,DET
",",PUNCT
JIFFest,PROPN
berhasil,VERB
mengundang,VERB
minat,NOUN
32,NUM
ribu,NOUN
penonton,NOUN
.,PUNCT
Makmur,PROPN
merupakan,VERB
salah,ADJ
satu,NUM
desa,NOUN
yang,PRON
ada,VERB
di,ADP
kecamatan,NOUN
Pangkalan,PROPN
Kerinci,PROPN
",",PUNCT
Kabupaten,PROPN
Pelalawan,PROPN
",",PUNCT
provinsi,PROPN
Riau,PROPN
",",PUNCT
Indonesia,PROPN
.,PUNCT
Ia,PRON
diberikan,VERB
tanggung,NOUN
jawab,NOUN
untuk,ADP
menggalang,NOUN
tim,NOUN
yang,PRON
akan,AUX
mengembangkan,VERB
dua,NUM
generasi,NOUN
pertama,ADJ
dari,ADP
perangkat,NOUN
ini,DET
.,PUNCT
Durian,NOUN
juga,ADV
sangat,ADV
cocok,ADJ
dikembangkan,VERB
di,ADP
daerah,NOUN
ini,DET
",",PUNCT
rasa,NOUN
dan,CCONJ
aroma,NOUN
durian,NOUN
yang,PRON
berasal,VERB
dari,ADP
daerah,NOUN
ini,DET
punya,VERB
ciri,NOUN
khas,ADJ
dibanding,VERB
durian,NOUN
yang,PRON
berasal,VERB
dari,ADP
daerah,NOUN
lain,ADJ
.,PUNCT
Saksi-Saksi,PROPN
Yehuwa,PROPN
percaya,VERB
bahwa,SCONJ
istilah,NOUN
"""",PUNCT
Hari-hari,PROPN
Terakhir,ADJ
"""",PUNCT
merujuk,VERB
kepada,ADP
saat,NOUN
terakhir,ADJ
yang,PRON
mengantarkan,VERB
eksekusi,NOUN
yang,PRON
telah,AUX
ditetapkan,VERB
Allah,NOUN
yang,PRON
menandai,VERB
akhir,NOUN
dari,ADP
segala,DET
sesuatu,PRON
.,PUNCT
Piala,PROPN
Dunia,PROPN
ini,DET
merupakan,VERB
Piala,PROPN
Dunia,PROPN
pertama,ADJ
di,ADP
mana,PRON
tim,NOUN
finalis,NOUN
harus,AUX
melalui,VERB
kualifikasi,NOUN
untuk,SCONJ
bermain,VERB
di,ADP
putaran,NOUN
final,NOUN
.,PUNCT
Teófilo,PROPN
Juan,PROPN
Cubillas,PROPN
Arizaga,PROPN
(,PUNCT
),PUNCT
merupakan,VERB
mantan,NOUN
pemain,NOUN
sepak,NOUN
bola,NOUN
berkebangsaan,NOUN
Peru,PROPN
.,PUNCT
Dia,PRON
pernah,ADV
bermain,VERB
di,ADP
klub,NOUN
utamanya,_
utama,ADJ
nya,DET
seperti,ADP
Alianza,PROPN
Lima,NUM
",",PUNCT
FC,PROPN
Basel,PROPN
",",PUNCT
FC,PROPN
Porto,PROPN
",",PUNCT
FL,PROPN
Strikers,PROPN
",",PUNCT
South,PROPN
Florida,PROPN
Sun,PROPN
",",PUNCT
dan,CCONJ
Miami,PROPN
Sharks,PROPN
.,PROPN
Konsep,PROPN
Nobel,PROPN
Savage,PROPN
",",PUNCT
yang,PRON
diberikan,VERB
pada,ADP
penduduk,NOUN
asli,ADJ
Amerika,PROPN
",",PUNCT
demikian,ADV
popular,ADJ
di,ADP
Inggris,PROPN
Raya,PROPN
pada,ADP
tahun,NOUN
1780-an,NOUN
ketika,SCONJ
yang,PRON
untuk,ADP
orang,NOUN
Amerika,PROPN
dan,CCONJ
Eropa,PROPN
bisa,AUX
dianggap,VERB
sebagai,ADP
pemberontak,NOUN
.,PUNCT
Yang,PRON
menjadi,VERB
daya,NOUN
tarik,VERB
utama,ADJ
tempat,NOUN
ini,DET
bukan,PART
hanya,ADV
pesona,NOUN
alamnya,_
alam,NOUN
nya,PRON
",",PUNCT
namun,CCONJ
juga,ADV
karena,SCONJ
banyaknya,_
banyak,DET
nya,DET
pura,NOUN
yang,PRON
menyimpan,VERB
sejarah,NOUN
dan,CCONJ
perkembangan,NOUN
peradaban,NOUN
dan,CCONJ
kebudayaan,NOUN
Bali,PROPN
khususnya,ADV
menyangkut,VERB
pembentukan,NOUN
dan,CCONJ
perkembangan,NOUN
Desa,PROPN
Tamblingan,PROPN
.,PUNCT
Candi,PROPN
ini,DET
terbuat,VERB
dari,ADP
batu,NOUN
andesit,NOUN
dan,CCONJ
berdenah,VERB
segi,NOUN
empat,NUM
",",PUNCT
dengan,SCONJ
berukuran,VERB
panjang,NOUN
292,NUM
cm,NOUN
",",PUNCT
lebar,NOUN
296,NUM
cm,NOUN
dan,CCONJ
tingginya,_
tinggi,NOUN
nya,PRON
85,NUM
cm,NOUN
dengan,SCONJ
tangga,NOUN
naik,VERB
berada,VERB
di,ADP
sisi,NOUN
barat,NOUN
.,PUNCT
Mereka,PRON
jadi,VERB
harus,AUX
saling,ADV
bicara,VERB
satu,NUM
sama,ADJ
lain,ADJ
.,PUNCT
Sungai,PROPN
menjadi,VERB
bagian,NOUN
yang,PRON
tak,PART
terpisahkan,VERB
dari,ADP
Kota,PROPN
Banjarmasin,PROPN
sehingga,SCONJ
Banjarmasin,PROPN
mendapat,VERB
julukan,NOUN
"""",PUNCT
kota,PROPN
seribu,NUM
sungai,PROPN
"""",PUNCT
meski,SCONJ
sungai,NOUN
yang,PRON
mengalir,VERB
di,ADP
Banjarmasin,PROPN
tak,PART
sampai,VERB
seribu,NUM
.,PUNCT
Setelah,ADP
di,ADP
China,PROPN
",",PUNCT
tim,NOUN
RBR,PROPN
menguasai,VERB
beberapa,DET
balapan,NOUN
lain,ADJ
seperti,ADP
di,ADP
Inggris,PROPN
",",PUNCT
Jerman,PROPN
",",PUNCT
Jepang,PROPN
",",PUNCT
Brasil,PROPN
",",PUNCT
dan,CCONJ
balapan,NOUN
pamungkas,ADJ
di,ADP
Abu,PROPN
Dhabi,PROPN
.,PUNCT
Weixler,PROPN
dan,CCONJ
Hensley,PROPN
diberi,VERB
penghargaan,NOUN
dalam,ADP
Spike,PROPN
TV's,PROPN
2008,NUM
Scream,PROPN
Awards,PROPN
.,PUNCT
Desa,PROPN
Mopait,PROPN
adalah,AUX
salah,ADJ
satu,NUM
Desa,NOUN
di,ADP
Kecamatan,NOUN
Lolayan,PROPN
yang,PRON
memiliki,VERB
wilayah,NOUN
terluas,ADJ
dari,ADP
14,NUM
Desa,PROPN
di,ADP
Kecamatan,PROPN
Lolayan,PROPN
.,PUNCT
Komposisi,NOUN
media,NOUN
yang,PRON
digunakan,VERB
dalam,ADP
kultur,NOUN
jaringan,NOUN
dapat,AUX
berbeda,VERB
komposisinya,_
komposisi,NOUN
nya,PRON
.,PUNCT
Tidak,PART
ada,ADV
seorang,PRON
pun,PART
",",PUNCT
di,ADP
luar,ADP
kelompok,NOUN
beranggotakan,VERB
anggota,NOUN
Tatenokai,PROPN
yang,PRON
dipilihnya,_
dipilih,VERB
nya,PRON
sendiri,DET
",",PUNCT
tahu,VERB
tentang,ADP
rencana,NOUN
yang,PRON
sedang,AUX
disusunnya,_
disusun,VERB
nya,PRON
.,PUNCT
Museum,NOUN
bagi,ADP
binatang,NOUN
jenis,NOUN
reptil,NOUN
pra,NOUN
sejarah,NOUN
yang,PRON
bernilai,VERB
tinggi,ADJ
untuk,ADP
kepentingan,NOUN
ilmu,NOUN
pengetahuan,NOUN
.,PUNCT
Selain,ADP
itu,DET
desa,NOUN
ini,DET
merupakan,VERB
salah,ADJ
satu,NUM
komune,NOUN
di,ADP
département,PROPN
di,ADP
Oise,PROPN
.,PUNCT
Sebuah,DET
studi,NOUN
yang,PRON
