text,label,pisah_hashtag&kata
calon ketua otoritas di kerajaan jin IKN..,negative,calon ketua otoritas di kerajaan jin IKN..
Mikirrr bro..apa untung nya negara luar mau investasi di  IKN..mending dana nya buat permegah negaranya sendiri,negative,Mikirrr bro..apa untung nya negara luar mau investasi di  IKN..mending dana nya buat permegah negaranya sendiri
"Kirain yang namanya IKN itu sudah ada bangunan mewah dan megah seperti yang ada di gambar maketnya yang Supermegah, eh ternyata engga tahunya cuman ada deretan tenda dan gundukan tanah merah..

#HalusiNation",negative,"Kirain yang namanya IKN itu sudah ada bangunan mewah dan megah seperti yang ada di gambar maketnya yang Supermegah, eh ternyata engga tahunya cuman ada deretan tenda dan gundukan tanah merah..

#Halusi Nation"
"Tenda nya sederhana, Proyeknya IKN nya Ratusan Triliun....",negative,"Tenda nya sederhana, Proyeknya IKN nya Ratusan Triliun...."
Pak Jokowi merenungkan nasib IKN kalau 2024 lengser pensiunan Presiden,negative,Pak Jokowi merenungkan nasib IKN kalau 2024 lengser pensiunan Presiden
"Harapan IKN Nusantara Metaverse, nyatanya jadi wilayah Metafisik",negative,"Harapan IKN Nusantara Metaverse, nyatanya jadi wilayah Metafisik"
"Ditinggal juga ga ngaruh UU udah lolos semua, IKN, Ominubus law, dll dan udah di akhir periode jg saat nya ganti sosok baru.",negative,"Ditinggal juga ga ngaruh UU udah lolos semua, IKN, Ominubus law, dll dan udah di akhir periode jg saat nya ganti sosok baru."
Minta ama dukun uang gaib atau emas gaib buat bangun ikn....katanya dukun sakti di solo,negative,Minta ama dukun uang gaib atau emas gaib buat bangun ikn....katanya dukun sakti di solo
Kemah di IKN masak2nya pake minyak goreng gak yak(?),negative,Kemah di IKN masak2nya pake minyak goreng gak yak(?)
"Menurutku ini levih pads kekwatiran legacy yg sudsh dibangun kalau penerus estafet politiknya nggak sejalan dengan yang sekarang bakal kacau….terutama masalah IKN, makanya pak luhut pasang badan karena beliau yg nyari dana investasi ke sana kemari",negative,"Menurutku ini levih pads kekwatiran legacy yg sudsh dibangun kalau penerus estafet politiknya nggak sejalan dengan yang sekarang bakal kacau….terutama masalah IKN, makanya pak luhut pasang badan karena beliau yg nyari dana investasi ke sana kemari"
"sarungan si sarungan ,tpi sambil megang apbn buat IKN wiwiwiiwwiwiwwwww",negative,"sarungan si sarungan ,tpi sambil megang apbn buat IKN wiwiwiiwwiwiwwwww"
Kalu dia ditaruh di IKN tanpa pasukan. Kira-kira apa yg dia lakukan,negative,Kalu dia ditaruh di IKN tanpa pasukan. Kira-kira apa yg dia lakukan
"Kayaknya ini tanda2 mau langka beras nih..pak wapres sekali ngomong kode keras....mungkin migor terus beras penembakan terduga teroris bikin lupa sama penundaan pemilu, dan IKN dipegang salah satu bos Simas....",negative,"Kayaknya ini tanda2 mau langka beras nih..pak wapres sekali ngomong kode keras....mungkin migor terus beras penembakan terduga teroris bikin lupa sama penundaan pemilu, dan IKN dipegang salah satu bos Simas...."
"Pertanyaannya koq bisa masuk yah Bu dokter, dijamin mules obrolan emak-emak itu klo gak ngobrolin minyak goreng, JHT anaknya yg kena PHK, BPJS yg jadi rujukan ngurus-ngurus, bisa juga ngobrolin mutasi suami yg bakal ke IKN....",negative,"Pertanyaannya koq bisa masuk yah Bu dokter, dijamin mules obrolan emak-emak itu klo gak ngobrolin minyak goreng, JHT anaknya yg kena PHK, BPJS yg jadi rujukan ngurus-ngurus, bisa juga ngobrolin mutasi suami yg bakal ke IKN...."
Kenapa kendi IKN ada disini? Bukannya sudah ditanam???,negative,Kenapa kendi IKN ada disini? Bukannya sudah ditanam???
Udah pusing..masih keuekuh bikin IKN..,negative,Udah pusing..masih keuekuh bikin IKN..
Dikira IKN akan gratis untuk Rakyat yg teriak2 pembangunan harus merata itu ...,negative,Dikira IKN akan gratis untuk Rakyat yg teriak2 pembangunan harus merata itu ...
"Ya pst China ikut andil soal IKN lah.
Kan permintaan China tuh IKN sbg pengganti reklamasi yg Gatot jg perjanjian ""dimenangkan""",negative,"Ya pst China ikut andil soal IKN lah.
Kan permintaan China tuh IKN sbg pengganti reklamasi yg Gatot jg perjanjian ""dimenangkan"""
Klo IKN smp gagal jd tahu penyebabnya Neh. Noted_,negative,Klo IKN smp gagal jd tahu penyebabnya Neh. Noted_
Selain butuh dana Rp 466T juga butuh pengamanan proyek IKN dengan cara tunda Pemilu atau bisa jabat 3 periode.,negative,Selain butuh dana Rp 466T juga butuh pengamanan proyek IKN dengan cara tunda Pemilu atau bisa jabat 3 periode.
"Ya mungkin iya  lokasi IKN yang dipilih yang sudah ""dikuasai"" swasta. Jadi pemerintah ""beli"" tanah negara yang dikuasai swasta.
Cingcai dah pokoke.!",negative,"Ya mungkin iya  lokasi IKN yang dipilih yang sudah ""dikuasai"" swasta. Jadi pemerintah ""beli"" tanah negara yang dikuasai swasta.
Cingcai dah pokoke.!"
Perkara IKN lebih penting daripada kelangkaan minyak goreng. Hmm,negative,Perkara IKN lebih penting daripada kelangkaan minyak goreng. Hmm
"Jangan bawa minyak goreng suruh bawa gorengan sj...pisang goreng , tahu/ tempe goreng,bakwan goreng dll bisa disantap rame2 lumayan bisa bantu konsumsi kemah di Ikn",negative,"Jangan bawa minyak goreng suruh bawa gorengan sj...pisang goreng , tahu/ tempe goreng,bakwan goreng dll bisa disantap rame2 lumayan bisa bantu konsumsi kemah di Ikn"
"Jangan sampai hanya ingin dikenang tapi tak berkembang
#IKN_RampasHakRakyat",negative,"Jangan sampai hanya ingin dikenang tapi tak berkembang
#IKN_Rampas Hak Rakyat"
"Dengan demikian perlu perpanjangan masa jabatan presiden atau amandemen masa jabatan yang ketiga.
Inilah mungkin alasan utama ""orangnya ingin tambah"".
Bayangkan anda dicibir sejarah sepanjang usia, jika IKN tak kunjung usai, saat anda purna",negative,"Dengan demikian perlu perpanjangan masa jabatan presiden atau amandemen masa jabatan yang ketiga.
Inilah mungkin alasan utama ""orangnya ingin tambah"".
Bayangkan anda dicibir sejarah sepanjang usia, jika IKN tak kunjung usai, saat anda purna"
"Ini kan bahas IKN? Knp jadi ke 3 periode? Dan emg udah deal 3 periode? 
Kalau kritik bukan makar, tp kalau udah menyebar hoax, menghasut, apalagi kalau nanti sampai menggerakkan masa? Apa itu namanya bukan makar",negative,"Ini kan bahas IKN? Knp jadi ke 3 periode? Dan emg udah deal 3 periode? 
Kalau kritik bukan makar, tp kalau udah menyebar hoax, menghasut, apalagi kalau nanti sampai menggerakkan masa? Apa itu namanya bukan makar"
"Mengesampingkan ilmu khat pada penulisan kaligrafi ini. Allah Kareem. Sampe takut bacanya.
#DemiIKNRakyatDiabaikan 
#IKN_IkatanKlenikNusantara",negative,"Mengesampingkan ilmu khat pada penulisan kaligrafi ini. Allah Kareem. Sampe takut bacanya.
#Demi IKNRakyat Diabaikan 
#IKN_Ikatan Klenik Nusantara"
"APBN buat bayar utang ae kurang2 apalagi buat biayain IKN,ujung2nya resiko terbesar ya ngambil jatah subsidi,klo maksa jatah subsidi di cabut otomatis bosnya presiden yaitu rakyat bakalan ngamuk d segera memecat presiden dg paksa dan tdk hormat,presiden itu pegawai kontrak,ingat",negative,"APBN buat bayar utang ae kurang2 apalagi buat biayain IKN,ujung2nya resiko terbesar ya ngambil jatah subsidi,klo maksa jatah subsidi di cabut otomatis bosnya presiden yaitu rakyat bakalan ngamuk d segera memecat presiden dg paksa dan tdk hormat,presiden itu pegawai kontrak,ingat"
"Tak usah bangun ikn karena duit tak punya malah masih mau di bangun
Banyak dan luasnya perkebunan sawit malah minyak goreng langka dan mahal
Sudah berjalan baik malah Pemilu mau di tunda 
Indpnesia ADA APA INI ?",negative,"Tak usah bangun ikn karena duit tak punya malah masih mau di bangun
Banyak dan luasnya perkebunan sawit malah minyak goreng langka dan mahal
Sudah berjalan baik malah Pemilu mau di tunda 
Indpnesia ADA APA INI ?"
"Silit pitik... Joko kendi ini cuma halu, fokus 2 tangkap mafia alkes dan vaksin, fokus kartel mainkan harga minyak. Fokus hutang 2 membengkak

IKN pasti mangkrak",negative,"Silit pitik... Joko kendi ini cuma halu, fokus 2 tangkap mafia alkes dan vaksin, fokus kartel mainkan harga minyak. Fokus hutang 2 membengkak

IKN pasti mangkrak"
IKN gak ikutan batal ?,negative,IKN gak ikutan batal ?
"Ritual kendi nusantara bisa datangkan duit ya.. 
Untuk membangun IKN 
Kan duit nya belum ada",negative,"Ritual kendi nusantara bisa datangkan duit ya.. 
Untuk membangun IKN 
Kan duit nya belum ada"
"Iya betul bumi,serta Indonesia milik Allah,masalahnya klw modal pembangunanya modal sendiri gak ad masalah berarti rakyat udh sejahtera,tp yg ad skrg masih ngantri sembako/BBM,serta modal pembangunan IKN modal dengkul ini masalahnya",negative,"Iya betul bumi,serta Indonesia milik Allah,masalahnya klw modal pembangunanya modal sendiri gak ad masalah berarti rakyat udh sejahtera,tp yg ad skrg masih ngantri sembako/BBM,serta modal pembangunan IKN modal dengkul ini masalahnya"
Mudah-mudahan ini jadi pertanda kalau IKN gagal,negative,Mudah-mudahan ini jadi pertanda kalau IKN gagal
Biasaa bukan doi yg kepilih jadi kepala IKN jadi nya ya bernyanyi nyinyir lah belioo wkwkwk,negative,Biasaa bukan doi yg kepilih jadi kepala IKN jadi nya ya bernyanyi nyinyir lah belioo wkwkwk
"Bener bgt,, ke proyek IKN & KerCep yg Unfaedah sensarain rakyat !! Wkwkwk

Logikanya itu lhoooo",negative,"Bener bgt,, ke proyek IKN & KerCep yg Unfaedah sensarain rakyat !! Wkwkwk

Logikanya itu lhoooo"
Padahal IKN itu super prospektif loh... kalau bukan gagasan Jokowi gak akan sampai dahsyat begitu... sekali taruh duit di situ kerugian perusahaan manapun bakal terbayarkan... wkwkwk,negative,Padahal IKN itu super prospektif loh... kalau bukan gagasan Jokowi gak akan sampai dahsyat begitu... sekali taruh duit di situ kerugian perusahaan manapun bakal terbayarkan... wkwkwk
Kayaknya orang keseharian minum minyak goreng..makanya protes mslh IKN makanya minyak goreng jgn diminum jd hidup slalu licin dan selalu sinis.entar kalo mslh minyak goreng slsai..trus muncul lg mslh baru nanti slhkn IKN lagi,negative,Kayaknya orang keseharian minum minyak goreng..makanya protes mslh IKN makanya minyak goreng jgn diminum jd hidup slalu licin dan selalu sinis.entar kalo mslh minyak goreng slsai..trus muncul lg mslh baru nanti slhkn IKN lagi
..masih mending lah...bentar lagi nkri malah kebobolan ratusan trilyun ada pandemi ato nggak ada mang! eta kreta cefet sama ikn....wakanda....wakanda,negative,..masih mending lah...bentar lagi nkri malah kebobolan ratusan trilyun ada pandemi ato nggak ada mang! eta kreta cefet sama ikn....wakanda....wakanda
Hubungan dengan pemerataan ekonomi dari sisi mananya? Apa IKN terbangun trus ekonomi merata? Begitu Ferguso?,negative,Hubungan dengan pemerataan ekonomi dari sisi mananya? Apa IKN terbangun trus ekonomi merata? Begitu Ferguso?
IKN unfaedah,negative,IKN unfaedah
Gak usah balik sekalian. Kan Ibukota nya udah bukan di Jakarta lagi. Kan kepala Otorita IKN nya udah dilantik,negative,Gak usah balik sekalian. Kan Ibukota nya udah bukan di Jakarta lagi. Kan kepala Otorita IKN nya udah dilantik
"Ngejadwalin program lima tahuanan aj ga becus mo bangun IKN, punya pemimpin koq gini banget sih......",negative,"Ngejadwalin program lima tahuanan aj ga becus mo bangun IKN, punya pemimpin koq gini banget sih......"
"Dr IKN, ini, penundqan kepada daerah jg ni blm jelas jd diundir 2024 apa gmn, sedangkan itu kan biar serempak, lah tp pemilu diundur...ckckc maruk bgt rezim",negative,"Dr IKN, ini, penundqan kepada daerah jg ni blm jelas jd diundir 2024 apa gmn, sedangkan itu kan biar serempak, lah tp pemilu diundur...ckckc maruk bgt rezim"
Hambalang lagi lo bahas.. nti kalo IKN mangkrak lo mimgkem,negative,Hambalang lagi lo bahas.. nti kalo IKN mangkrak lo mimgkem
"Yg ditunda IKN, ngapain belain cino. Pemilu jalan terus. Susah2 para pahlawan memerdekakan negri ini lalu bikin UU dll spy tertib bernegara..eh malahan mo dirumah demi hasratnya opung n mukidi.ambyaar..emang negara milik mereka??",negative,"Yg ditunda IKN, ngapain belain cino. Pemilu jalan terus. Susah2 para pahlawan memerdekakan negri ini lalu bikin UU dll spy tertib bernegara..eh malahan mo dirumah demi hasratnya opung n mukidi.ambyaar..emang negara milik mereka??"
IKN harus di batalkan bukan di tunda?,negative,IKN harus di batalkan bukan di tunda?
Tenang kan mau ada ritual camping di IKN mungkin sdh ada petunjuk Goib Nusantara sbg syarat untuk dana 11.000T bisa cair.,negative,Tenang kan mau ada ritual camping di IKN mungkin sdh ada petunjuk Goib Nusantara sbg syarat untuk dana 11.000T bisa cair.
"Hahahahha ,,,radikal ,,,radikul ,, lagi ! Gak,ad topik laen lae ? Minyak goreng ,,,bbm ,, harga daging ,, ikn ,, pemilu d tunda ? ,,,atau emang bukan arahan ya ?",negative,"Hahahahha ,,,radikal ,,,radikul ,, lagi ! Gak,ad topik laen lae ? Minyak goreng ,,,bbm ,, harga daging ,, ikn ,, pemilu d tunda ? ,,,atau emang bukan arahan ya ?"
"Pertanda Persediaan Stok Barang masih numpuk.
Bayangkan kalau ngak kejual ..
Rugi besar.. 
Padahal sudah masuk motor listrik dan Motor Matic. 
Ini motor Memang Bandel sih..
Bikinan Raja Motor Indonesia Astra Indonesia, kedepan berubah manjadi Astra Nusantara, kan ikuti IKN Baru.",negative,"Pertanda Persediaan Stok Barang masih numpuk.
Bayangkan kalau ngak kejual ..
Rugi besar.. 
Padahal sudah masuk motor listrik dan Motor Matic. 
Ini motor Memang Bandel sih..
Bikinan Raja Motor Indonesia Astra Indonesia, kedepan berubah manjadi Astra Nusantara, kan ikuti IKN Baru."
Coba kita lihat itu ormasnya yg melimpah ruah bakal dikaryakan ga bikin pondasi di IKN apa tetap di tawarkan ke TKA,negative,Coba kita lihat itu ormasnya yg melimpah ruah bakal dikaryakan ga bikin pondasi di IKN apa tetap di tawarkan ke TKA
"bud,nggak bawa tanah dan air pakai kendi burit 4.0 lu ke calon ikn? biar tolak bala.",negative,"bud,nggak bawa tanah dan air pakai kendi burit 4.0 lu ke calon ikn? biar tolak bala."
"Ilmu pelet, belajar dari rejim
Meletin juragan ikn",negative,"Ilmu pelet, belajar dari rejim
Meletin juragan ikn"
Lah yg kmrn kege eran pingin jd kpl ikn.,negative,Lah yg kmrn kege eran pingin jd kpl ikn.
"Kalau masih ragu mendingan dibatalkan saja, jgn buang2 energi dan APBN. IKN ini juga gak termasuk janji kampanye bapak",negative,"Kalau masih ragu mendingan dibatalkan saja, jgn buang2 energi dan APBN. IKN ini juga gak termasuk janji kampanye bapak"
"@KPK_RI
 jangan usik2 IKN ya ntar Jokowi marah itu proyek ambisius Jokowi apapun halangan dan rintangan nya akan tetap di hajar oleh nya!",negative,"@KPK_RI
 jangan usik2 IKN ya ntar Jokowi marah itu proyek ambisius Jokowi apapun halangan dan rintangan nya akan tetap di hajar oleh nya!"
"IKN ktu ibu kota negara, sma sprti status Jkrta saat ini, Nusantara itu nma ibu kotanya, sma sprti ibukota Indonesia saat ini yg nmanya Jakarta. Mngkin benar logika anda agak tak waras…",negative,"IKN ktu ibu kota negara, sma sprti status Jkrta saat ini, Nusantara itu nma ibu kotanya, sma sprti ibukota Indonesia saat ini yg nmanya Jakarta. Mngkin benar logika anda agak tak waras…"
"Pencitraan ajah itumah agar kelihatan sederhana dan hemat. Boleh tau gak brp sih anggaran yg dikeluarkan utk persiapan kemah IKN yg sdh digelontorkan ?? Yg pd akhirnya ditinggal pergi oleh para gubernur dan bbrp agenda dibatalkan.
Sungguh ironi......",negative,"Pencitraan ajah itumah agar kelihatan sederhana dan hemat. Boleh tau gak brp sih anggaran yg dikeluarkan utk persiapan kemah IKN yg sdh digelontorkan ?? Yg pd akhirnya ditinggal pergi oleh para gubernur dan bbrp agenda dibatalkan.
Sungguh ironi......"
"Andai SDM siap, tapi duitnya gak ada. Lalu apa yg akan dikerjakan? Ujung²nya merantau ke IKN lama...",negative,"Andai SDM siap, tapi duitnya gak ada. Lalu apa yg akan dikerjakan? Ujung²nya merantau ke IKN lama..."
"Begitu banyak masalah & keanehan yg membuat gaduh.

Dari wacana yg akhirnya menjadi kenyataan.
Terbukti dari IKN.
Lalu wacana 3 periode.
Bukan tak mungkin jd seumur hidup.

Rakyat hanya bisa teriak gaduh pada masalah2 keanehan tsb.

Kapan rakyat bisa gulingkan kekuasaan oligarki?",negative,"Begitu banyak masalah & keanehan yg membuat gaduh.

Dari wacana yg akhirnya menjadi kenyataan.
Terbukti dari IKN.
Lalu wacana 3 periode.
Bukan tak mungkin jd seumur hidup.

Rakyat hanya bisa teriak gaduh pada masalah2 keanehan tsb.

Kapan rakyat bisa gulingkan kekuasaan oligarki?"
"Sebaiknya pembangunan IKN yg ditunda bukan pemilu, yg mendukung pemilu ditunda mungkin ketakutan dgn dosanya sendiri.",negative,"Sebaiknya pembangunan IKN yg ditunda bukan pemilu, yg mendukung pemilu ditunda mungkin ketakutan dgn dosanya sendiri."
"Wacana utk tinjau ulang pemindahan IKN tidak bisa dilarang,Siapapun boleh berbicara tentang masa depan bangsa dan pentingnya bekerja berdasar skala prioritas dan tingkat kemendesakan",negative,"Wacana utk tinjau ulang pemindahan IKN tidak bisa dilarang,Siapapun boleh berbicara tentang masa depan bangsa dan pentingnya bekerja berdasar skala prioritas dan tingkat kemendesakan"
emang pengaruhnya apa sih ritual kendi sama ikn ????,negative,emang pengaruhnya apa sih ritual kendi sama ikn ????
IKN e batal,negative,IKN e batal
"masalahnya orang2 Dayak yg ga setuju IKN ga nongol, yg nongol yg setuju semua yg kemudian memenjarakan orang yg ga setuju IKN hanya krn beda bahasa",negative,"masalahnya orang2 Dayak yg ga setuju IKN ga nongol, yg nongol yg setuju semua yg kemudian memenjarakan orang yg ga setuju IKN hanya krn beda bahasa"
Ngambeg ikn ngga sukses,negative,Ngambeg ikn ngga sukses
Tunda pin dah ibu kota (IKN)...,negative,Tunda pin dah ibu kota (IKN)...
"Nasibnya IKN seperti esemka ,yg kandas di tengah jalan,sudah di gemborkan akhirnya gagal",negative,"Nasibnya IKN seperti esemka ,yg kandas di tengah jalan,sudah di gemborkan akhirnya gagal"
Itu nyindir nagih utang kasih  tau jangan banyàk  polah  bikin IKN segala wong utang sudah menggunung ngerti ora,negative,Itu nyindir nagih utang kasih  tau jangan banyàk  polah  bikin IKN segala wong utang sudah menggunung ngerti ora
"Lah masalah harga pokok kan tanggung jawab junjungannya, kenapa gub jakarta yg disalahin, junjungannya malah lebih parah, fokus ke moto gp sama ikn",negative,"Lah masalah harga pokok kan tanggung jawab junjungannya, kenapa gub jakarta yg disalahin, junjungannya malah lebih parah, fokus ke moto gp sama ikn"
Terus nekad 3 periode + bangun IKN ???,negative,Terus nekad 3 periode + bangun IKN ???
"Boro2 mikirin amdal dan prospect bisnis di IKN (Ihh Koyo Ngono), yg penting Kerja...kerja...kerja. dapat Cuan...cuan...cuan...",negative,"Boro2 mikirin amdal dan prospect bisnis di IKN (Ihh Koyo Ngono), yg penting Kerja...kerja...kerja. dapat Cuan...cuan...cuan..."
Program IKN pertama: Membangun kerjasama dengan kota Saranjana,negative,Program IKN pertama: Membangun kerjasama dengan kota Saranjana
Dirangkul demi menyejahterakan anak-cucu para oligarki lewat kucuran dana IKN.,negative,Dirangkul demi menyejahterakan anak-cucu para oligarki lewat kucuran dana IKN.
"Rapim TNI-POLRI seharusnya banyak hal lain yang bisa dibahas, soal keamanan negara, mengatasi TERORIS separatis Papua, konflik Russia - Ukraina . Bukan malah ngurusin IKN IKN IKN proyek proyek cuan cuan",negative,"Rapim TNI-POLRI seharusnya banyak hal lain yang bisa dibahas, soal keamanan negara, mengatasi TERORIS separatis Papua, konflik Russia - Ukraina . Bukan malah ngurusin IKN IKN IKN proyek proyek cuan cuan"
Harusnya para gub itu bukan bawa tanah tp bawa kas masing masing dikumpulkan di rekening IKN...,negative,Harusnya para gub itu bukan bawa tanah tp bawa kas masing masing dikumpulkan di rekening IKN...
"Siapa bilang kemping di IKN tak ada hasilnya, lah itu pencabutan HET Migor kan",negative,"Siapa bilang kemping di IKN tak ada hasilnya, lah itu pencabutan HET Migor kan"
"Akhirnya. Gw kaget twitter trending ini.. di medsos lain kira2 gmn ya? Gw liat berita2c narasinewsroom bahaa IKN & minyak goreng mulu 

#TangkapFadliZon",neutral,"Akhirnya. Gw kaget twitter trending ini.. di medsos lain kira2 gmn ya? Gw liat berita2c narasinewsroom bahaa IKN & minyak goreng mulu 

#Tangkap Fadli Zon"
Teteh ga mau ikut kemah di IKN? Denger2 ada jerit malem kaya Makrab.,neutral,Teteh ga mau ikut kemah di IKN? Denger2 ada jerit malem kaya Makrab.
Kebagian gak ya projek IKN,neutral,Kebagian gak ya projek IKN
Maling panci sok bicara soal IKN!,neutral,Maling panci sok bicara soal IKN!
"Presiden menekankan kepada kementerian terkait untuk tidak hanya memperketat, tetapi juga menghentikan penerbitan dan pengalihan hak atas tanah di wilayah IKN.",neutral,"Presiden menekankan kepada kementerian terkait untuk tidak hanya memperketat, tetapi juga menghentikan penerbitan dan pengalihan hak atas tanah di wilayah IKN."
"Saya tidak mengerti mengapa leluhur di tanah Jawa marah, ketika Presiden Jokowi melakukan ritual di IKN. 
Walaupun banyak pihak menyambut baik proyek tersebut.
Akan semakin banyak peristiwa alam akan terjadi di Jawa.",neutral,"Saya tidak mengerti mengapa leluhur di tanah Jawa marah, ketika Presiden Jokowi melakukan ritual di IKN. 
Walaupun banyak pihak menyambut baik proyek tersebut.
Akan semakin banyak peristiwa alam akan terjadi di Jawa."
"Softbank Mundur dari Proyek IKN, Investasi USD 100 Miliar Gagal Masuk RI",neutral,"Softbank Mundur dari Proyek IKN, Investasi USD 100 Miliar Gagal Masuk RI"
"Dlm suatu proyek Negara..wajar dn rasional menggaet investor asing untuk menanamkan modalnya.knapa tdk mmpu mmberi kpercayaan dr pihak kita min..kpd investor asing,dlm kasus investor jepang saja mreka mmbatalkan trus skrang Arab?.apa arab hny bs berjanji sj untuk IKN ini",neutral,"Dlm suatu proyek Negara..wajar dn rasional menggaet investor asing untuk menanamkan modalnya.knapa tdk mmpu mmberi kpercayaan dr pihak kita min..kpd investor asing,dlm kasus investor jepang saja mreka mmbatalkan trus skrang Arab?.apa arab hny bs berjanji sj untuk IKN ini"
"mau pindah ke IKN ya mbak, PU termasuk gak sih yg pertama pindah wkwkwk",neutral,"mau pindah ke IKN ya mbak, PU termasuk gak sih yg pertama pindah wkwkwk"
"Pas lari pagi nglewatin warungnya kang 
@KentArockerss
 tp kliatannya blm buka. Mgkn yg punya abis syuting Uji Nyali td malam.. Ato msh kemping persiapan mau ke IKN?  #ehh",neutral,"Pas lari pagi nglewatin warungnya kang 
@KentArockerss
 tp kliatannya blm buka. Mgkn yg punya abis syuting Uji Nyali td malam.. Ato msh kemping persiapan mau ke IKN?  #ehh"
"wah menarik.. 
sy percaya semua sudut lombok, kemungkinan besar kelak bakalan menguntungkan dimasa depan, kalau mengelolanya dgn smart.

tp gw bingung mao bikin apa & msh mikir antara ke lombok / ikn? krn di jkt udah sumpek, jodohpun belom ketemu, masa gw idup sendiri disana?",neutral,"wah menarik.. 
sy percaya semua sudut lombok, kemungkinan besar kelak bakalan menguntungkan dimasa depan, kalau mengelolanya dgn smart.

tp gw bingung mao bikin apa & msh mikir antara ke lombok / ikn? krn di jkt udah sumpek, jodohpun belom ketemu, masa gw idup sendiri disana?"
"Secara kasar saja, bila tanah pada kawasan Ibu Kota Negara itu dihargai hanya dengan 3 juta rupiah per meter persegi, negara akan mendapat uang sebesar 504 triliun rupiah.

""Trus, berapa banyak uang dibutuhkan oleh negara untuk bangun IKN?""",neutral,"Secara kasar saja, bila tanah pada kawasan Ibu Kota Negara itu dihargai hanya dengan 3 juta rupiah per meter persegi, negara akan mendapat uang sebesar 504 triliun rupiah.

""Trus, berapa banyak uang dibutuhkan oleh negara untuk bangun IKN?"""
tiba tiba melihat forest city di IKN sebagai topik thesis yang menarik banget tapi sekarang aja belom kebangun tu,neutral,tiba tiba melihat forest city di IKN sebagai topik thesis yang menarik banget tapi sekarang aja belom kebangun tu
"Itu zakat
Bukan politik

Biaya untuk IKN
Yg saya serahkan ke kementerian
Keuangan

Itu sudah saya serahkan 1500 triliun",neutral,"Itu zakat
Bukan politik

Biaya untuk IKN
Yg saya serahkan ke kementerian
Keuangan

Itu sudah saya serahkan 1500 triliun"
"Du, kenapa loe ga diangkat jadi kepala IKN? Padahal kan punya kapasitas ya...",neutral,"Du, kenapa loe ga diangkat jadi kepala IKN? Padahal kan punya kapasitas ya..."
"Baliho bergambar Presiden Joko Widodo & desain Ibu Kota Negara bertuliskan Satu Komando #2024 Ikut Pak Jokowi itu setidaknya ditemukan di 3 titik... Pemasang baliho mengatasnamakan Sapulidi Pengikat Kebhinekaan.""

Makin jelas: 3 periode terkait erat dgn kelangsungan proyek IKN.",neutral,"Baliho bergambar Presiden Joko Widodo & desain Ibu Kota Negara bertuliskan Satu Komando #2024 Ikut Pak Jokowi itu setidaknya ditemukan di 3 titik... Pemasang baliho mengatasnamakan Sapulidi Pengikat Kebhinekaan.""

Makin jelas: 3 periode terkait erat dgn kelangsungan proyek IKN."
masih sekitaran pulau IKN,neutral,masih sekitaran pulau IKN
mungkin acara orientasi diundur akibat ada upacara kendi IKN,neutral,mungkin acara orientasi diundur akibat ada upacara kendi IKN
Klo IKN masuk kategori flexing apa bragging om?,neutral,Klo IKN masuk kategori flexing apa bragging om?
"Assalamuàlaikum
Selamat siang sodaraku sebangsa dan setanah air

Menyikapi yg mo berkemah di lahan IKN baru dengan acara ritual tertentu.
Silahkan bagi yg muslim menilai sendiri,kemana arah pikiran para pejabat kita.",neutral,"Assalamuàlaikum
Selamat siang sodaraku sebangsa dan setanah air

Menyikapi yg mo berkemah di lahan IKN baru dengan acara ritual tertentu.
Silahkan bagi yg muslim menilai sendiri,kemana arah pikiran para pejabat kita."
Request di  IKN dong,neutral,Request di  IKN dong
Mimpiku rusuh bgt segala ampe pindah ke IKN ktemu Putin,neutral,Mimpiku rusuh bgt segala ampe pindah ke IKN ktemu Putin
halal nusantara... dr islam mpe ikn dibuat nusantara,neutral,halal nusantara... dr islam mpe ikn dibuat nusantara
"Pak Jokowi beserta Ibu Negara Iriana Joko Widodo mengunjungi Kawasan Titik Nol Kilometer Ibu Kota Nusantara (IKN) di Kabupaten Penajam Paser Utara, Provinsi Kalimantan Timur, pada Senin, (14/3).",neutral,"Pak Jokowi beserta Ibu Negara Iriana Joko Widodo mengunjungi Kawasan Titik Nol Kilometer Ibu Kota Nusantara (IKN) di Kabupaten Penajam Paser Utara, Provinsi Kalimantan Timur, pada Senin, (14/3)."
"Pengen nangis tiba2, kangen suasana kantor lama,, temen2 sih yg bikin kangen bukan kantornya hahaha, semoga cepet bisa adaptasi deh ya",neutral,"Pengen nangis tiba2, kangen suasana kantor lama,, temen2 sih yg bikin kangen bukan kantornya hahaha, semoga cepet bisa adaptasi deh ya"
Apa yg gw mau cukup bilang aja. Contoh: pindah IKN. Hehehe,neutral,Apa yg gw mau cukup bilang aja. Contoh: pindah IKN. Hehehe
Malah jadi IKN,neutral,Malah jadi IKN
Ke ikn mau neng?,neutral,Ke ikn mau neng?
Disimpan..utk kenangan ethes besok kalau bisa jadi ketua dpr ikn,neutral,Disimpan..utk kenangan ethes besok kalau bisa jadi ketua dpr ikn
"apa mungkin, ya? lokasi camping para pejabat di IKN ini bisa juga dijadikan tempat glamping untuk rakyatnya?",neutral,"apa mungkin, ya? lokasi camping para pejabat di IKN ini bisa juga dijadikan tempat glamping untuk rakyatnya?"
Pernyataan pers tentang IKN?,neutral,Pernyataan pers tentang IKN?
