Unnamed: 0,text_tweet,pisah_hashtag&kata,text_cleaning,text_normalisasi,tweet_tokens,polarity_score,polarity,positive_words,negative_words
368,@KoalisiNetizen Pemindahan ini memperlihatkan kesungguhan Indonesia dalam mencapai kemajuan #IbuKotaNegara,@KoalisiNetizen Pemindahan ini memperlihatkan kesungguhan Indonesia dalam mencapai kemajuan #Ibu Kota Negara,pemindahan ini memperlihatkan kesungguhan indonesia dalam mencapai kemajuan ibu kota negara,pemindahan ini memperlihatkan kesungguhan indonesia dalam mencapai kemajuan ibu kota negara,"['pemindahan', 'ini', 'memperlihatkan', 'kesungguhan', 'indonesia', 'dalam', 'mencapai', 'kemajuan', 'ibu', 'kota', 'negara']",-1,negative,"[('dalam', 3)]","[('memperlihatkan', -3), ('kota', -1)]"
494,Pemerintah akan memberikan 1 unit apartemen untuk 1 aparatur sipil negara (ASN) yang pindah ke Ibu Kota Nusantara (IKN). https://t.co/6vlmKg648w,Pemerintah akan memberikan 1 unit apartemen untuk 1 aparatur sipil negara (ASN) yang pindah ke Ibu Kota Nusantara (IKN). https://t.co/6vlmKg648w,pemerintah akan memberikan  unit apartemen untuk  aparatur sipil negara asn yang pindah ke ibu kota nusantara ikn,pemerintah akan memberikan  unit apartemen untuk  aparatur sipil negara asn yang pindah ke ibu kota nusantara ibu kota negara,"['pemerintah', 'akan', 'memberikan', 'unit', 'apartemen', 'untuk', 'aparatur', 'sipil', 'negara', 'asn', 'yang', 'pindah', 'ke', 'ibu', 'kota', 'nusantara', 'ibu', 'kota', 'negara']",-13,negative,"[('pindah', 1)]","[('unit', -4), ('yang', -5), ('pindah', -3), ('kota', -1), ('kota', -1)]"
618,@KoalisiNetizen Infrastruktur modern beri stimulan pada pertumbuhan sektor jasa keuangan #IbuKotaNegara,@KoalisiNetizen Infrastruktur modern beri stimulan pada pertumbuhan sektor jasa keuangan #Ibu Kota Negara,infrastruktur modern beri stimulan pada pertumbuhan sektor jasa keuangan ibu kota negara,infrastruktur modern beri stimulan pada pertumbuhan sektor jasa keuangan ibu kota negara,"['infrastruktur', 'modern', 'beri', 'stimulan', 'pada', 'pertumbuhan', 'sektor', 'jasa', 'keuangan', 'ibu', 'kota', 'negara']",3,positive,"[('modern', 3), ('beri', 2), ('jasa', 4)]","[('beri', -2), ('pada', -3), ('kota', -1)]"
223,Proses pemindahan Aparatur Sipil Negara (ASN) ke Ibu Kota Nusantara (IKN) akan dilakukan secara ketat guna mendapatkan talenta-talenta terpilih. https://t.co/Hlga1VDZEK,Proses pemindahan Aparatur Sipil Negara (ASN) ke Ibu Kota Nusantara (IKN) akan dilakukan secara ketat guna mendapatkan talenta-talenta terpilih. https://t.co/Hlga1VDZEK,proses pemindahan aparatur sipil negara asn ke ibu kota nusantara ikn akan dilakukan secara ketat guna mendapatkan talenta-talenta terpilih,proses pemindahan aparatur sipil negara asn ke ibu kota nusantara ibu kota negara akan dilakukan secara ketat guna mendapatkan talenta-talenta terpilih,"['proses', 'pemindahan', 'aparatur', 'sipil', 'negara', 'asn', 'ke', 'ibu', 'kota', 'nusantara', 'ibu', 'kota', 'negara', 'akan', 'dilakukan', 'secara', 'ketat', 'guna', 'mendapatkan', 'talenta-talenta', 'terpilih']",-3,negative,"[('proses', 1), ('guna', 1)]","[('kota', -1), ('kota', -1), ('ketat', -3)]"
575,Kota Baru dengan Potensi: Desa Kawasan IKN Siap Mengembangkan Ekonomi dan Masyarakat. #KotaPotensial #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/KZGx8LOumr,Kota Baru dengan Potensi: Desa Kawasan IKN Siap Mengembangkan Ekonomi dan Masyarakat. #Kota Potensial #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/KZGx8LOumr,kota baru dengan potensi desa kawasan ikn siap mengembangkan ekonomi dan masyarakat kota potensial ibu kota negara iknnusantara pindah ibu kota,kota baru dengan potensidesa kawasan ibu kota negara siap mengembangkan ekonomi dan masyarakat kota potensial ibu kota negara ibu kota negara nusantara pindah ibu kota,"['kota', 'baru', 'dengan', 'potensidesa', 'kawasan', 'ibu', 'kota', 'negara', 'siap', 'mengembangkan', 'ekonomi', 'dan', 'masyarakat', 'kota', 'potensial', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota']",-7,negative,"[('siap', 1), ('pindah', 1)]","[('kota', -1), ('kota', -1), ('kota', -1), ('kota', -1), ('kota', -1), ('pindah', -3), ('kota', -1)]"
911,Negara yatim piatu. Emang emang bapak kota gapernah ada sekarang gapunya ibu kota. Bener bener dah. https://t.co/vHFX0wf63F,Negara yatim piatu. Emang emang bapak kota gapernah ada sekarang gapunya ibu kota. Bener bener dah. https://t.co/vHFX0wf63F,negara yatim piatu emang emang bapak kota gapernah ada sekarang gapunya ibu kota bener bener dah,negara yatim piatu emang emang bapak kota tidak pernah ada sekarang gapunya ibu kota benar benar deh,"['negara', 'yatim', 'piatu', 'emang', 'emang', 'bapak', 'kota', 'tidak', 'pernah', 'ada', 'sekarang', 'gapunya', 'ibu', 'kota', 'benar', 'benar', 'deh']",-10,negative,"[('ada', 4), ('benar', 2), ('benar', 2)]","[('kota', -1), ('tidak', -5), ('ada', -3), ('kota', -1), ('benar', -4), ('benar', -4)]"
866,Gabung tiga negara bakal jadi prestasi luar biasa! #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/YAZ4NVUndF,Gabung tiga negara bakal jadi prestasi luar biasa! #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/YAZ4NVUndF,gabung tiga negara bakal jadi prestasi luar biasa ibu kota negara iknnusantara pindah ibu kota,gabung tiga negara bakal jadi prestasi luar biasa ibu kota negara ibu kota negara nusantara pindah ibu kota,"['gabung', 'tiga', 'negara', 'bakal', 'jadi', 'prestasi', 'luar', 'biasa', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota']",-13,negative,"[('jadi', 1), ('biasa', 2), ('pindah', 1)]","[('gabung', -5), ('jadi', -2), ('biasa', -4), ('kota', -1), ('kota', -1), ('pindah', -3), ('kota', -1)]"
631,Inovasi dalam teknologi akan mengoptimalkan sistem pertahanan #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/3StuBbmeh0,Inovasi dalam teknologi akan mengoptimalkan sistem pertahanan #Ibu Kota Negara #IKNNusantara #Pindah Ibu Kota https://t.co/3StuBbmeh0,inovasi dalam teknologi akan mengoptimalkan sistem pertahanan ibu kota negara iknnusantara pindah ibu kota,inovasi dalam teknologi akan mengoptimalkan sistem pertahanan ibu kota negara ibu kota negara nusantara pindah ibu kota,"['inovasi', 'dalam', 'teknologi', 'akan', 'mengoptimalkan', 'sistem', 'pertahanan', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'pindah', 'ibu', 'kota']",-2,negative,"[('inovasi', 4), ('dalam', 3), ('pindah', 1)]","[('sistem', -4), ('kota', -1), ('kota', -1), ('pindah', -3), ('kota', -1)]"
585,Para pendukung berharap langkah ini akan membantu meredam kekacauan di negara Karibia yang bermasalah di mana sebagian besar wilayah ibu kota Haiti masih berada dalam cengkeraman geng kriminal. https://t.co/IoiaYqJeyv,Para pendukung berharap langkah ini akan membantu meredam kekacauan di negara Karibia yang bermasalah di mana sebagian besar wilayah ibu kota Haiti masih berada dalam cengkeraman geng kriminal. https://t.co/IoiaYqJeyv,para pendukung berharap langkah ini akan membantu meredam kekacauan di negara karibia yang bermasalah di mana sebagian besar wilayah ibu kota haiti masih berada dalam cengkeraman geng kriminal,para pendukung berharap langkah ini akan membantu meredam kekacauan di negara karibia yang bermasalah di mana sebagian besar wilayah ibu kota haiti masih berada dalam cengkeraman geng kriminal,"['para', 'pendukung', 'berharap', 'langkah', 'ini', 'akan', 'membantu', 'meredam', 'kekacauan', 'di', 'negara', 'karibia', 'yang', 'bermasalah', 'di', 'mana', 'sebagian', 'besar', 'wilayah', 'ibu', 'kota', 'haiti', 'masih', 'berada', 'dalam', 'cengkeraman', 'geng', 'kriminal']",8,positive,"[('para', 2), ('pendukung', 4), ('berharap', 4), ('langkah', 4), ('membantu', 4), ('meredam', 1), ('besar', 4), ('berada', 4), ('dalam', 3), ('cengkeraman', 1)]","[('berharap', -3), ('membantu', -4), ('meredam', -4), ('kekacauan', -4), ('yang', -5), ('besar', -2), ('kota', -1)]"
611,@tanyarlfes Parah! Gak kenal geografi negara sendiri. Gak usah nyebut2 NKRI harga mati kalau kalian sampe gak hafal provinsi dan ibu kota provinsi di Indonesia,@tanyarlfes Parah! Gak kenal geografi negara sendiri. Gak usah nyebut2 NKRI harga mati kalau kalian sampe gak hafal provinsi dan ibu kota provinsi di Indonesia,parah gak kenal geografi negara sendiri gak usah nyebut nkri harga mati kalau kalian sampe gak hafal provinsi dan ibu kota provinsi di indonesia,parah tidak kenal geografi negara sendiri tidak perlu nyebut nkri harga mati kalau kalian sampai tidak hafal provinsi dan ibu kota provinsi di indonesia,"['parah', 'tidak', 'kenal', 'geografi', 'negara', 'sendiri', 'tidak', 'perlu', 'nyebut', 'nkri', 'harga', 'mati', 'kalau', 'kalian', 'sampai', 'tidak', 'hafal', 'provinsi', 'dan', 'ibu', 'kota', 'provinsi', 'di', 'indonesia']",-25,negative,"[('kenal', 3), ('perlu', 2), ('harga', 3), ('mati', 4), ('sampai', 2)]","[('parah', -5), ('tidak', -5), ('kenal', -2), ('sendiri', -3), ('tidak', -5), ('nyebut', -3), ('mati', -5), ('kalau', -1), ('sampai', -4), ('tidak', -5), ('kota', -1)]"
176,Pemerintah menyatakan seleksi Aparatur Sipil Negara (ASN) untuk penempatan di Ibu Kota Nusantara (IKN) akan lebih ketat. #Syarat #ASN #IKN #MedcomId https://t.co/6phW9jryFD,Pemerintah menyatakan seleksi Aparatur Sipil Negara (ASN) untuk penempatan di Ibu Kota Nusantara (IKN) akan lebih ketat. #Syarat #ASN #IKN #Medcom Id https://t.co/6phW9jryFD,pemerintah menyatakan seleksi aparatur sipil negara asn untuk penempatan di ibu kota nusantara ikn akan lebih ketat syarat asn ikn medcom id,pemerintah menyatakan seleksi aparatur sipil negara asn untuk penempatan di ibu kota nusantara ibu kota negara akan lebih ketat syarat asn ibu kota negara medcom id,"['pemerintah', 'menyatakan', 'seleksi', 'aparatur', 'sipil', 'negara', 'asn', 'untuk', 'penempatan', 'di', 'ibu', 'kota', 'nusantara', 'ibu', 'kota', 'negara', 'akan', 'lebih', 'ketat', 'syarat', 'asn', 'ibu', 'kota', 'negara', 'medcom', 'id']",-5,negative,"[('lebih', 1)]","[('kota', -1), ('kota', -1), ('ketat', -3), ('kota', -1)]"
668,Dulu jg w kegnya krg gizi tp kgk seoon itu dah.............. ibukota negara sendirimah gampang. Lah apakabar ibu kota negara laen ,Dulu jg w kegnya krg gizi tp kgk seoon itu dah.............. ibukota negara sendirimah gampang. Lah apakabar ibu kota negara laen ,dulu jg  kegnya krg gizi tp kgk seoon itu dah ibukota negara sendirimah gampang lah apakabar ibu kota negara laen,dulu juga  kegnya krg gizi tapi tidak seoon itu deh ibu kota negara sendirimah gampang lah apakabar ibu kota negara lain,"['dulu', 'juga', 'kegnya', 'krg', 'gizi', 'tapi', 'tidak', 'seoon', 'itu', 'deh', 'ibu', 'kota', 'negara', 'sendirimah', 'gampang', 'lah', 'apakabar', 'ibu', 'kota', 'negara', 'lain']",-14,negative,"[('gampang', 4)]","[('krg', -2), ('tidak', -5), ('itu', -2), ('kota', -1), ('gampang', -3), ('kota', -1), ('lain', -4)]"
630,@txtdrjkt Otaknya kecampur air got itu. Plat B. Malu2in ibu kota negara.,@txtdrjkt Otaknya kecampur air got itu. Plat B. Malu2in ibu kota negara.,otaknya kecampur air got itu plat  maluin ibu kota negara,otaknya kecampur air got itu plat  memalukan ibu kota negara,"['otaknya', 'kecampur', 'air', 'got', 'itu', 'plat', 'memalukan', 'ibu', 'kota', 'negara']",-9,negative,[],"[('otaknya', -2), ('air', -1), ('got', -3), ('itu', -2), ('kota', -1)]"
588,@meraaahputiiih Kami warga Bengkulu mendukung pemindahan Ibu Kota negara,@meraaahputiiih Kami warga Bengkulu mendukung pemindahan Ibu Kota negara,kami warga bengkulu mendukung pemindahan ibu kota negara,kami warga bengkulu mendukung pemindahan ibu kota negara,"['kami', 'warga', 'bengkulu', 'mendukung', 'pemindahan', 'ibu', 'kota', 'negara']",-1,negative,[],"[('kota', -1)]"
521,@gilang_ahm31272 @jokowi JOKOWI presiden terbaik sepanjang sejarah RI beliau berhasil membangun infrastruktur merata mulai jalan tol ribuan km kereta cepat bandara2 intl bendungan LRT MRT trans papua ibu kota negara terminal bus modern dan ratusan PSN lainnya ia presiden kami bukan pembencinya,@gilang_ahm31272 @jokowi JOKOWI presiden terbaik sepanjang sejarah RI beliau berhasil membangun infrastruktur merata mulai jalan tol ribuan km kereta cepat bandara2 intl bendungan LRT MRT trans papua ibu kota negara terminal bus modern dan ratusan PSN lainnya ia presiden kami bukan pembencinya,jokowi presiden terbaik sepanjang sejarah ri beliau berhasil membangun infrastruktur merata mulai jalan tol ribuan km kereta cepat bandara intl bendungan lrt mrt trans papua ibu kota negara terminal bus modern dan ratusan psn lainnya ia presiden kami bukan pembencinya,jokowi  presiden terbaik sepanjang sejarah republik indonesia beliau berhasil membangun infrastruktur merata mulai jalan tol ribuan kamu kereta cepat bandara intl bendungan lrt mrt trans papua ibu kota negara terminal bus modern dan ratusan pesan lainnya ia presiden kami bukan pembencinya,"['jokowi', 'presiden', 'terbaik', 'sepanjang', 'sejarah', 'republik', 'indonesia', 'beliau', 'berhasil', 'membangun', 'infrastruktur', 'merata', 'mulai', 'jalan', 'tol', 'ribuan', 'kamu', 'kereta', 'cepat', 'bandara', 'intl', 'bendungan', 'lrt', 'mrt', 'trans', 'papua', 'ibu', 'kota', 'negara', 'terminal', 'bus', 'modern', 'dan', 'ratusan', 'pesan', 'lainnya', 'ia', 'presiden', 'kami', 'bukan', 'pembencinya']",7,positive,"[('presiden', 3), ('terbaik', 5), ('berhasil', 3), ('merata', 1), ('mulai', 1), ('cepat', 3), ('modern', 3), ('pesan', 2), ('presiden', 3)]","[('kereta', -4), ('cepat', -3), ('kota', -1), ('terminal', -3), ('pesan', -3), ('bukan', -3)]"
393,Mantan Perdana Menteri Inggris Tony Blair akan membantu penyediaan konektivitas internet di Ibu Kota Negara (IKN) Nusantara. https://t.co/az4ynti3Fx,Mantan Perdana Menteri Inggris Tony Blair akan membantu penyediaan konektivitas internet di Ibu Kota Negara (IKN) Nusantara. https://t.co/az4ynti3Fx,mantan perdana menteri inggris tony blair akan membantu penyediaan konektivitas internet di ibu kota negara ikn nusantara,mantan perdana menteri inggris tony blair akan membantu penyediaan konektivitas internet di ibu kota negara ibu kota negara nusantara,"['mantan', 'perdana', 'menteri', 'inggris', 'tony', 'blair', 'akan', 'membantu', 'penyediaan', 'konektivitas', 'internet', 'di', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara']",-5,negative,"[('membantu', 4)]","[('mantan', -3), ('membantu', -4), ('kota', -1), ('kota', -1)]"
163,AHY Tegaskan tak akan Terbtkan Sertifikat Hak Pakai Lahan di IKN Kaltim yang Belum Clean and Clear #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #lahanIKN #AHY #MenteriATRBPN https://t.co/7WGvsrt32f lewat @tribunnews,AHY Tegaskan tak akan Terbtkan Sertifikat Hak Pakai Lahan di IKN Kaltim yang Belum Clean and Clear #IKN #IKNNusantara #Ibu Kota Negara #Ibu Kota Nusantara #Kaltim #Kalimantan Timur #lahan IKN #AHY #Menteri ATRBPN https://t.co/7WGvsrt32f lewat @tribunnews,ahy tegaskan tak akan terbtkan sertifikat hak pakai lahan di ikn kaltim yang belum clean and clear ikn iknnusantara ibu kota negara ibu kota nusantara kaltim kalimantan timur lahan ikn ahy menteri atrbpn lewat,ahy tegaskan tidak akan terbtkan sertifikat hak pakai lahan di ibu kota negara kaltim yang belum clean and jernih ibu kota negara ibu kota negara nusantara ibu kota negara ibu kota nusantara kaltim kalimantan timur lahan ibu kota negara ahy menteri atrbpn lewat,"['ahy', 'tegaskan', 'tidak', 'akan', 'terbtkan', 'sertifikat', 'hak', 'pakai', 'lahan', 'di', 'ibu', 'kota', 'negara', 'kaltim', 'yang', 'belum', 'clean', 'and', 'jernih', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'negara', 'nusantara', 'ibu', 'kota', 'negara', 'ibu', 'kota', 'nusantara', 'kaltim', 'kalimantan', 'timur', 'lahan', 'ibu', 'kota', 'negara', 'ahy', 'menteri', 'atrbpn', 'lewat']",-15,negative,"[('jernih', 4), ('lewat', 2)]","[('tidak', -5), ('kota', -1), ('yang', -5), ('kota', -1), ('kota', -1), ('kota', -1), ('kota', -1), ('kota', -1), ('lewat', -5)]"
248,Ibu pernah ngomong Kalau bertemannya bertiga biasanya 1 bakal pisah jauh (hidup/mati) bisa karena pindah kota/negara juga. Ternyata benar.,Ibu pernah ngomong Kalau bertemannya bertiga biasanya 1 bakal pisah jauh (hidup/mati) bisa karena pindah kota/negara juga. Ternyata benar.,ibu pernah ngomong kalau bertemannya bertiga biasanya  bakal pisah jauh hidupmati bisa karena pindah kotanegara juga ternyata benar,ibu pernah bicara kalau bertemannya bertiga biasanya  bakal pisah jauh hidupmati bisa karena pindah kotanegara juga ternyata benar,"['ibu', 'pernah', 'bicara', 'kalau', 'bertemannya', 'bertiga', 'biasanya', 'bakal', 'pisah', 'jauh', 'hidupmati', 'bisa', 'karena', 'pindah', 'kotanegara', 'juga', 'ternyata', 'benar']",-15,negative,"[('pindah', 1), ('benar', 2)]","[('kalau', -1), ('pisah', -3), ('jauh', -4), ('karena', -3), ('pindah', -3), ('benar', -4)]"
741,@youthful_mediaa Kami warga Banda Aceh mendukung pembangunan IKN Nusantara #IbuKotaNegara,@youthful_mediaa Kami warga Banda Aceh mendukung pembangunan IKN Nusantara #Ibu Kota Negara,kami warga banda aceh mendukung pembangunan ikn nusantara ibu kota negara,kami warga banda aceh mendukung pembangunan ibu kota negara nusantara ibu kota negara,"['kami', 'warga', 'banda', 'aceh', 'mendukung', 'pembangunan', 'ibu', 'kota', 'negara', 'nusantara', 'ibu', 'kota', 'negara']",-2,negative,[],"[('kota', -1), ('kota', -1)]"
888,@abangbelneg Semoga dengan pindahnya Ibu Kota Negara ke Kalimantan Indonesia akan semakin maju,@abangbelneg Semoga dengan pindahnya Ibu Kota Negara ke Kalimantan Indonesia akan semakin maju,semoga dengan pindahnya ibu kota negara ke kalimantan indonesia akan semakin maju,semoga dengan pindahnya ibu kota negara ke kalimantan indonesia akan semakin maju,"['semoga', 'dengan', 'pindahnya', 'ibu', 'kota', 'negara', 'ke', 'kalimantan', 'indonesia', 'akan', 'semakin', 'maju']",1,positive,"[('semakin', 2)]","[('kota', -1)]"
774,@aightxx @Strategi_Bisnis justru seharusnya duit yg dipake buat bangun kereta cina dan ibu kota baru cina ini buat ngeratain infrastruktur di negara ini. Kenapa sih pemikiran orang-orang kalimantan tuh sebego ini? pantes dari kalian banyak yg setuju sama IKN yg justru menjajah tanah kalian ,@aightxx @Strategi_Bisnis justru seharusnya duit yg dipake buat bangun kereta cina dan ibu kota baru cina ini buat ngeratain infrastruktur di negara ini. Kenapa sih pemikiran orang-orang kalimantan tuh sebego ini? pantes dari kalian banyak yg setuju sama IKN yg justru menjajah tanah kalian ,justru seharusnya duit yg dipake buat bangun kereta cina dan ibu kota baru cina ini buat ngeratain infrastruktur di negara ini kenapa sih pemikiran orang-orang kalimantan tuh sebego ini pantes dari kalian banyak yg setuju sama ikn yg justru menjajah tanah kalian,justru seharusnya duit yang dipake buat bangun kereta cina dan ibu kota baru cina ini buat ngeratain infrastruktur di negara ini kenapa sih pemikiran orang-orang kalimantan tuh sebego ini pantes dari kalian banyak yang setuju sama ibu kota negara yang justru menjajah tanah kalian,"['justru', 'seharusnya', 'duit', 'yang', 'dipake', 'buat', 'bangun', 'kereta', 'cina', 'dan', 'ibu', 'kota', 'baru', 'cina', 'ini', 'buat', 'ngeratain', 'infrastruktur', 'di', 'negara', 'ini', 'kenapa', 'sih', 'pemikiran', 'orang-orang', 'kalimantan', 'tuh', 'sebego', 'ini', 'pantes', 'dari', 'kalian', 'banyak', 'yang', 'setuju', 'sama', 'ibu', 'kota', 'negara', 'yang', 'justru', 'menjajah', 'tanah', 'kalian']",-22,negative,"[('buat', 1), ('buat', 1), ('pemikiran', 1), ('pantes', 1), ('banyak', 3), ('setuju', 4), ('sama', 3)]","[('yang', -5), ('kereta', -4), ('kota', -1), ('pemikiran', -3), ('pantes', -3), ('dari', -3), ('banyak', -3), ('yang', -5), ('setuju', -3), ('kota', -1), ('yang', -5)]"
375,@KoalisiNetizen Potensi industri kreatif dan teknologi akan semakin berkembang di Kalimantan Timur #IbuKotaNegara,@KoalisiNetizen Potensi industri kreatif dan teknologi akan semakin berkembang di Kalimantan Timur #Ibu Kota Negara,potensi industri kreatif dan teknologi akan semakin berkembang di kalimantan timur ibu kota negara,potensiindustri kreatif dan teknologi akan semakin berkembang di kalimantan timur ibu kota negara,"['potensiindustri', 'kreatif', 'dan', 'teknologi', 'akan', 'semakin', 'berkembang', 'di', 'kalimantan', 'timur', 'ibu', 'kota', 'negara']",5,positive,"[('kreatif', 4), ('semakin', 2)]","[('kota', -1)]"
412,@txttransportasi Jakarta Jakarta kamu enggak kasian sama kota-kota lain itu? Udah kehilangan status ibu kota negara tapi masih mau buat transportasi publik. Sampe warganya sekarang udah ada yang halu kotanya punya MRT,@txttransportasi Jakarta Jakarta kamu enggak kasian sama kota-kota lain itu? Udah kehilangan status ibu kota negara tapi masih mau buat transportasi publik. Sampe warganya sekarang udah ada yang halu kotanya punya MRT,jakarta jakarta kamu enggak kasian sama kota-kota lain itu udah kehilangan status ibu kota negara tapi masih mau buat transportasi publik sampe warganya sekarang udah ada yang halu kotanya punya mrt,jakarta jakarta kamu tidak kasian sama kota-kota lain itu sudah kehilangan status ibu kota negara tapi masih mau buat transportasi publik sampai warganya sekarang sudah ada yang halu kotanya punya mrt,"['jakarta', 'jakarta', 'kamu', 'tidak', 'kasian', 'sama', 'kota-kota', 'lain', 'itu', 'sudah', 'kehilangan', 'status', 'ibu', 'kota', 'negara', 'tapi', 'masih', 'mau', 'buat', 'transportasi', 'publik', 'sampai', 'warganya', 'sekarang', 'sudah', 'ada', 'yang', 'halu', 'kotanya', 'punya', 'mrt']",-12,negative,"[('sama', 3), ('sudah', 3), ('mau', 5), ('buat', 1), ('sampai', 2), ('sudah', 3), ('ada', 4), ('punya', 3)]","[('tidak', -5), ('kasian', -3), ('lain', -4), ('itu', -2), ('sudah', -2), ('kehilangan', -4), ('kota', -1), ('mau', -1), ('sampai', -4), ('sudah', -2), ('ada', -3), ('yang', -5)]"
74,@awesomeposted Admin @awesomeposted KUPER.. dari dulu diluar mekkah dan madinah juga boleh.. bahkan di ryadh (ibu kota negara) lebih liberal lagi. Mending di hapus deh dari pada framming hoax kaya gini.. atau memang sengaja mau framing jahat soal islam @CCICPolri @DivHumas_Polri @Kemenag_RI,@awesomeposted Admin @awesomeposted KUPER.. dari dulu diluar mekkah dan madinah juga boleh.. bahkan di ryadh (ibu kota negara) lebih liberal lagi. Mending di hapus deh dari pada framming hoax kaya gini.. atau memang sengaja mau framing jahat soal islam @CCICPolri @DivHumas_Polri @Kemenag_RI,admin kuper dari dulu diluar mekkah dan madinah juga boleh bahkan di ryadh ibu kota negara lebih liberal lagi mending di hapus deh dari pada framming hoax kaya gini atau memang sengaja mau framing jahat soal islam,admin kurang pergaulan dari dulu diluar mekkah dan madinah juga boleh bahkan di ryadh ibu kota negara lebih liberal lagi lebih baik di hapus deh dari pada framming isu bohong kaya gini atau memang sengaja mau framing jahat soal islam,"['admin', 'kurang', 'pergaulan', 'dari', 'dulu', 'diluar', 'mekkah', 'dan', 'madinah', 'juga', 'boleh', 'bahkan', 'di', 'ryadh', 'ibu', 'kota', 'negara', 'lebih', 'liberal', 'lagi', 'lebih', 'baik', 'di', 'hapus', 'deh', 'dari', 'pada', 'framming', 'isu', 'bohong', 'kaya', 'gini', 'atau', 'memang', 'sengaja', 'mau', 'framing', 'jahat', 'soal', 'islam']",-16,negative,"[('boleh', 2), ('lebih', 1), ('lebih', 1), ('baik', 3), ('kaya', 2), ('memang', 4), ('mau', 5), ('islam', 4)]","[('kurang', -3), ('dari', -3), ('kota', -1), ('lagi', -3), ('baik', -1), ('hapus', -3), ('dari', -3), ('pada', -3), ('isu', -1), ('bohong', -5), ('kaya', -2), ('memang', -2), ('sengaja', -2), ('mau', -1), ('jahat', -4), ('soal', -1)]"
113,@Bohoes Kami warga Bengkulu mendukung pemindahan Ibu Kota negara,@Bohoes Kami warga Bengkulu mendukung pemindahan Ibu Kota negara,kami warga bengkulu mendukung pemindahan ibu kota negara,kami warga bengkulu mendukung pemindahan ibu kota negara,"['kami', 'warga', 'bengkulu', 'mendukung', 'pemindahan', 'ibu', 'kota', 'negara']",-1,negative,[],"[('kota', -1)]"
694,@AraituLaki baru juga ibu kota provinsi kalo ibu kota negara dunia makin ngaco tuh ‍️,@AraituLaki baru juga ibu kota provinsi kalo ibu kota negara dunia makin ngaco tuh ‍️,baru juga ibu kota provinsi kalo ibu kota negara dunia makin ngaco tuh,baru juga ibu kota provinsi kalau ibu kota negara dunia makin asal-asalan tuh,"['baru', 'juga', 'ibu', 'kota', 'provinsi', 'kalau', 'ibu', 'kota', 'negara', 'dunia', 'makin', 'asal-asalan', 'tuh']",-7,negative,"[('dunia', 1), ('makin', 2)]","[('kota', -1), ('kalau', -1), ('kota', -1), ('dunia', -2), ('asal-asalan', -5)]"
