text,label,text_clean
"Itu zakat
Bukan politik

Biaya untuk IKN
Yg saya serahkan ke kementerian
Keuangan

Itu sudah saya serahkan 1500 triliun",neutral,itu zakat bukan politik biaya untuk ikn yg saya serahkan ke kementerian keuangan itu sudah saya serahkan  triliun
"Du, kenapa loe ga diangkat jadi kepala IKN? Padahal kan punya kapasitas ya...",neutral,du kenapa loe ga diangkat jadi kepala ikn padahal kan punya kapasitas ya
"Baliho bergambar Presiden Joko Widodo & desain Ibu Kota Negara bertuliskan Satu Komando #2024 Ikut Pak Jokowi itu setidaknya ditemukan di 3 titik... Pemasang baliho mengatasnamakan Sapulidi Pengikat Kebhinekaan.""

Makin jelas: 3 periode terkait erat dgn kelangsungan proyek IKN.",neutral,baliho bergambar presiden joko widodo desain ibu kota negara bertuliskan satu komando  ikut pak jokowi itu setidaknya ditemukan di  titik pemasang baliho mengatasnamakan sapulidi pengikat kebhinekaan makin jelas  periode terkait erat dgn kelangsungan proyek ikn
masih sekitaran pulau IKN,neutral,masih sekitaran pulau ikn
mungkin acara orientasi diundur akibat ada upacara kendi IKN,neutral,mungkin acara orientasi diundur akibat ada upacara kendi ikn
Klo IKN masuk kategori flexing apa bragging om?,neutral,klo ikn masuk kategori flexing apa bragging om
"Assalamuàlaikum
Selamat siang sodaraku sebangsa dan setanah air

Menyikapi yg mo berkemah di lahan IKN baru dengan acara ritual tertentu.
Silahkan bagi yg muslim menilai sendiri,kemana arah pikiran para pejabat kita.",neutral,assalamualaikum selamat siang sodaraku sebangsa dan setanah air menyikapi yg mo berkemah di lahan ikn baru dengan acara ritual tertentu silahkan bagi yg muslim menilai sendiri kemana arah pikiran para pejabat kita
Request di  IKN dong,neutral,request di ikn dong
Mimpiku rusuh bgt segala ampe pindah ke IKN ktemu Putin,neutral,mimpiku rusuh bgt segala ampe pindah ke ikn ktemu putin
halal nusantara... dr islam mpe ikn dibuat nusantara,neutral,halal nusantara dr islam mpe ikn dibuat nusantara
"Pak Jokowi beserta Ibu Negara Iriana Joko Widodo mengunjungi Kawasan Titik Nol Kilometer Ibu Kota Nusantara (IKN) di Kabupaten Penajam Paser Utara, Provinsi Kalimantan Timur, pada Senin, (14/3).",neutral,pak jokowi beserta ibu negara iriana joko widodo mengunjungi kawasan titik nol kilometer ibu kota nusantara ikn di kabupaten penajam paser utara provinsi kalimantan timur pada senin
"Pengen nangis tiba2, kangen suasana kantor lama,, temen2 sih yg bikin kangen bukan kantornya hahaha, semoga cepet bisa adaptasi deh ya",neutral,pengen nangis tiba kangen suasana kantor lama temen sih yg bikin kangen bukan kantornya hahaha semoga cepet bisa adaptasi deh ya
Apa yg gw mau cukup bilang aja. Contoh: pindah IKN. Hehehe,neutral,apa yg gw mau cukup bilang aja contoh pindah ikn hehehe
Malah jadi IKN,neutral,malah jadi ikn
Ke ikn mau neng?,neutral,ke ikn mau neng
Disimpan..utk kenangan ethes besok kalau bisa jadi ketua dpr ikn,neutral,disimpan utk kenangan ethes besok kalau bisa jadi ketua dpr ikn
"apa mungkin, ya? lokasi camping para pejabat di IKN ini bisa juga dijadikan tempat glamping untuk rakyatnya?",neutral,apa mungkin ya lokasi camping para pejabat di ikn ini bisa juga dijadikan tempat glamping untuk rakyatnya
Pernyataan pers tentang IKN?,neutral,pernyataan pers tentang ikn
Kenapa TDK Pake Masker Pa sedangkan di IKN yg sedang sendirian pake Masker,neutral,kenapa tdk pake masker pa sedangkan di ikn yg sedang sendirian pake masker
IKN tu kapan si?,neutral,ikn tu kapan si
Gak setuju IKN yah udah jangan pindah.. Gitu aja kok repot.,neutral,gak setuju ikn yah udah jangan pindah gitu aja kok repot
"Mikir IKN mullu si Prengki #InetMahalSinyalGombal
#InetMahalSinyalGombal",neutral,mikir ikn mullu si prengki inet mahal sinyal gombal inet mahal sinyal gombal
loh bukannya Indonesia yg tidak setuju ada dewan pengawas di IKN dari softbank.,neutral,loh bukannya indonesia yg tidak setuju ada dewan pengawas di ikn dari softbank
"justru saya bungung lihat kau,pengurus desa aja belum pernah malah bahas masalah IKN,gmana mau nyambung otakmu?",neutral,justru saya bungung lihat kau pengurus desa aja belum pernah malah bahas masalah ikn gmana mau nyambung otakmu
Oooo Dia mau buka trayek bus di IKN?,neutral,oooo dia mau buka trayek bus di ikn
Pemuda IKN ?,neutral,pemuda ikn
Sini men ke IKN,neutral,sini men ke ikn
Para kepala daerah disuruh ngisi kendi air di lokasi IKN,neutral,para kepala daerah disuruh ngisi kendi air di lokasi ikn
"Apa Urgen y. ,Balapan d Lombok Parade y d Jakarta..,kenapa dak d IKN aza..",neutral,apa urgen  balapan  lombok parade   jakarta kenapa dak  ikn aza
Maskernya ketinggalan di IKN.....,neutral,maskernya ketinggalan di ikn
"Lama bener pindah ke IKN,  bisa dipercepat ?",neutral,lama bener pindah ke ikn bisa dipercepat
Mang IKN dah ada bentuknya Pak.,neutral,mang ikn dah ada bentuknya pak
"Mainnya ikn sekarang dok? 
Udah gak menjanjikan lagi keknya jualan nakes nya? 
Hahahahaha",neutral,mainnya ikn sekarang dok udah gak menjanjikan lagi keknya jualan nakes nya hahahahaha
dan kalau masih pengen bikin IKN dg anggaran gedhe maka anda itu.....,neutral,dan kalau masih pengen bikin ikn dg anggaran gedhe maka anda itu
Saya harap gubernur Anies tidak ikut dalam Ritual IKN yang mengandung unsur-unsur kesyirikan.,neutral,saya harap gubernur anies tidak ikut dalam ritual ikn yang mengandung unsur-unsur kesyirikan
"#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara

Dalam Remang Cahaya, Diruangan Gelap Lagi Pengap, Perlahan Berjalan Untuk Mencari Jalan Keluar, Dimana Pintu Pintu Rapat Terkunci Dan Bangunan Kokoh Itu Perlahan Ada Mulai Roboh, Terdengar Jeritan Manusia Dibalik Bilik Sembunyi.",neutral,demi iknrakyat diabaikan ikn_ikatan klenik nusantara dalam remang cahaya diruangan gelap lagi pengap perlahan berjalan untuk mencari jalan keluar dimana pintu pintu rapat terkunci dan bangunan kokoh itu perlahan ada mulai roboh terdengar jeritan manusia dibalik bilik sembunyi
*pelantikan kepala otorita IKN,neutral,pelantikan kepala otorita ikn
"betuk skali be
#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",neutral,betuk skali be demi iknrakyat diabaikan ikn_ikatan klenik nusantara
IKN pindah gak masalah yang penting UMR naik di mantan IKN  orang datang ke IKN bukan karena IKN nya tapi UMR di sekitarnya,neutral,ikn pindah gak masalah yang penting umr naik di mantan ikn orang datang ke ikn bukan karena ikn nya tapi umr di sekitarnya
"Penundaan dg alasan yg tidak jelas. Karena pandemi? Pilkada aja lanjut, krna kosong gk ada dana? IKN sj lanjut. Apa lg alasan mereka tuk tunda pemilu? Ingat kaos ganti pres 2019 sj di razia. Lebay penguasam",neutral,penundaan dg alasan yg tidak jelas karena pandemi pilkada aja lanjut krna kosong gk ada dana ikn sj lanjut apa lg alasan mereka tuk tunda pemilu ingat kaos ganti pres  sj di razia lebay penguasam
"Sebagai ASN... Iya kan saja apa kata bapak ini, biar seneng hatinya.
Masih lama juga kok tuh IKN!",neutral,sebagai asn iya kan saja apa kata bapak ini biar seneng hatinya masih lama juga kok tuh ikn
"Topik Spirit Idola: Penolakan ASN pindah ke IKN. Sinyal apakah itu? Bagaimana harusnya disikapi?
Berikut pandanganDirektur Eksekutif Komite Pemantauan Pelaksanaan Otonomi Daerah (KPPOD); Armand Suparman #NOW #LIVE #ONAIR #pindahibukota #IKN #ASN cc: 
@KPPOD_Jakarta",neutral,topik spirit idola penolakan asn pindah ke ikn sinyal apakah itu bagaimana harusnya disikapi berikut pandangandirektur eksekutif komite pemantauan pelaksanaan otonomi daerah kppod armand suparman now live onair pindahibukota ikn asn cc
"mw buka kantor di IKN mas?
#SaveRoySuryo",neutral,mw buka kantor di ikn mas save roy suryo
Betul pak..beliau sukses dalam berbisnis..apa sama hal nya dgn ikn?,neutral,betul pak beliau sukses dalam berbisnis apa sama hal nya dgn ikn
"diluar masalah pindah ke IKN baru, semoga kewajiban negara rhdp pns dan hak2 pns sudah terlunaskan oleh negara",neutral,diluar masalah pindah ke ikn baru semoga kewajiban negara rhdp pns dan hak pns sudah terlunaskan oleh negara
Taburi dan mandikan kembang2 seindonesia pak dan airnya dari 34 provinsi gitu pak..sprti ikn kmrn,neutral,taburi dan mandikan kembang seindonesia pak dan airnya dari  provinsi gitu pak sprti ikn kmrn
"Itu dia kemah di ikn mo ngapain dah ?
Mandi kembang tengah malam di ikn ?

#JokowiSkakMat 
#JokowiSkakMat",neutral,itu dia kemah di ikn mo ngapain dah mandi kembang tengah malam di ikn jokowi skak mat jokowi skak mat
mungkin kayak genthong yg buat ngumpulin air di IKN kemarin,neutral,mungkin kayak genthong yg buat ngumpulin air di ikn kemarin
Lagi ngelobi UE untuk jadi investor ikn,neutral,lagi ngelobi ue untuk jadi investor ikn
"ibu negara baru, IKN",neutral,ibu negara baru ikn
pgn ikut ngecamp di ikn,neutral,pgn ikut ngecamp di ikn
Ke IKN buat gantiin softbank yg gajadi invest,neutral,ke ikn buat gantiin softbank yg gajadi invest
"Di mana Bendera Merah Putih? 

Adakah sahabat netijen yg memperhatikan kemah IKN kemarin? 
Adakah bendera Merah Putih berkibar di sana? 
Bukan kah kemah itu acara resmi kenegaraan? 
Apakah acara resmi kenegaraan sekarang gak pake bendera Merah Putih? 
Serius nanya nih???",neutral,di mana bendera merah putih adakah sahabat netijen yg memperhatikan kemah ikn kemarin adakah bendera merah putih berkibar di sana bukan kah kemah itu acara resmi kenegaraan apakah acara resmi kenegaraan sekarang gak pake bendera merah putih serius nanya nih
"Aamiin Yaa Allah.
#DemiIKNRakyatDiabaikan 
#IKN_IkatanKlenikNusantara",neutral,aamiin yaa allah demi iknrakyat diabaikan ikn_ikatan klenik nusantara
"Sudah bela2in sampai parade mandau..... ternyata tdk satupun yg dianggap mampu pimpin IKN, apes2...
Sabar kisanak...blm tahu ya klo raja prank sdh beraksi...",neutral,sudah belain sampai parade mandau ternyata tdk satupun yg dianggap mampu pimpin ikn apes sabar kisanak blm tahu ya klo raja prank sdh beraksi
"Kenapa ya setelah kunjungan opung Luhut ke Saudi Arabia untuk galang dana IKN, Softbank malah mundur...padahal uang Saudi ada di softbank...",neutral,kenapa ya setelah kunjungan opung luhut ke saudi arabia untuk galang dana ikn softbank malah mundur padahal uang saudi ada di softbank
"Pemilu menghasilkan demokrasi, 
IKN menghasilkan apa?",neutral,pemilu menghasilkan demokrasi ikn menghasilkan apa
Brimob memiliki peranan penting dalam melakukan pengamanan selama IKN dibangun,neutral,brimob memiliki peranan penting dalam melakukan pengamanan selama ikn dibangun
Lagi yakinin investor IKN,neutral,lagi yakinin investor ikn
Kaltim bukannya IKN ya?,neutral,kaltim bukannya ikn ya
"@PakkatDayak
 sudah legowo kali ya ? Tidak terlibat di IKN , mungkin sudah puas jadi buzzerRp saja .",neutral,sudah legowo kali ya tidak terlibat di ikn mungkin sudah puas jadi buzzerrp saja
"Jadiin gubernur IKN yaa mas 
@ainunnajib
 hehe",neutral,jadiin gubernur ikn yaa mas hehe
"Camping bawa pakaian daerah masing2.

Mungkin akan ada acara fashion show di malam api unggun.

#persami #ikn",neutral,camping bawa pakaian daerah masing mungkin akan ada acara fashion show di malam api unggun persami ikn
Tambah lagi ikn. Hilih,neutral,tambah lagi ikn hilih
"Kalau sudah ada IKN, nama DKI Jakarta berubah jd apa?",neutral,kalau sudah ada ikn nama dki jakarta berubah jd apa
Apakah hengkangnya investor akan berpengaruh terhadap kelanjutan proyek IKN?,neutral,apakah hengkangnya investor akan berpengaruh terhadap kelanjutan proyek ikn
wkwkkw lebih penting IKN 3 periode :D,neutral,wkwkkw lebih penting ikn  periode 
"Dikantor lagi pada ngomongin IKN, langsung ovt lagi kapan mo mutasi ke homebase wkwkw",neutral,dikantor lagi pada ngomongin ikn langsung ovt lagi kapan mo mutasi ke homebase wkwkw
"Softbank mundur dari IKN, ada apa?",neutral,softbank mundur dari ikn ada apa
Ya terbukti IKN jalan terus mereka dah siapkan ketua Dan wakil untuk itu.,neutral,ya terbukti ikn jalan terus mereka dah siapkan ketua dan wakil untuk itu
Ritual tolak bala buat IKN agar terhindar dari gempa (tanah) dan tsunami/banjir (air),neutral,ritual tolak bala buat ikn agar terhindar dari gempa tanah dan tsunamibanjir air
Proyek IKN menanti,neutral,proyek ikn menanti
Wowkwowk. Sembunyi bbrp bulan di klaten. Eh yang nyembunyiin kok skrg disebut2 salah 1 calon kepala IKN Nusantara,neutral,wowkwowk sembunyi bbrp bulan di klaten eh yang nyembunyiin kok skrg disebut salah  calon kepala ikn nusantara
"Acara dimulai dengan mengumandangkan lagu kebangsaan Indonesia Raya untuk pertama kalinya di IKN Nusantara. Kemudian, satu per satu gubernur menyerahkan tanah dan air yang mereka bawa dari provinsi masing-masing.
@jokowi
@erickthohir",neutral,acara dimulai dengan mengumandangkan lagu kebangsaan indonesia raya untuk pertama kalinya di ikn nusantara kemudian satu per satu gubernur menyerahkan tanah dan air yang mereka bawa dari provinsi masing-masing
"Apa an kemaren di grub yg nabok""in orang ikn siapa..",neutral,apa an kemaren di grub yg nabok in orang ikn siapa
"Daftar gubernur yang tidak akan menghadiri ritual di IKN:
1. ....
2. ....
3. ....

Kalau ada silakan diisi.

Berikut",neutral,daftar gubernur yang tidak akan menghadiri ritual di ikn    kalau ada silakan diisi berikut
Bukan nya rusia jg mundur dari proyek kereta cepat di ikn?,neutral,bukan nya rusia jg mundur dari proyek kereta cepat di ikn
Gak sekalian camping bareng para pembalap motoGP di IKN pak?,neutral,gak sekalian camping bareng para pembalap motogp di ikn pak
Jokowi dipercikkan Air beras kunyit.. itu ritual untuk mengusir jin di lokasi IKN yang baru ya..?,neutral,jokowi dipercikkan air beras kunyit itu ritual untuk mengusir jin di lokasi ikn yang baru ya
Pak anis apa nyembah tuh tanah? Kan ndk bray.... Itu simbol bhwa diatas tempat yg ktanya akan jadi IKN terdpat juga tnah bekas gusuran..gtu lo...,neutral,pak anis apa nyembah tuh tanah kan ndk bray itu simbol bhwa diatas tempat yg ktanya akan jadi ikn terdpat juga tnah bekas gusuran gtu lo
Mungkin di IKN,neutral,mungkin di ikn
"Itu pangeran arab foto karna ada proyek di ikn, sebatas itu",neutral,itu pangeran arab foto karna ada proyek di ikn sebatas itu
"Yg dibukit Lawang, di undang gak ya ke calon ikn itu??",neutral,yg dibukit lawang di undang gak ya ke calon ikn itu
"Kalau spt ini jelas keliatan, kalau sampe yg terpilih nanti jadi Presiden RI haluannya beda dg Jokowi, maka proyek IKN ini akan dibiarkan mangkrak",neutral,kalau spt ini jelas keliatan kalau sampe yg terpilih nanti jadi presiden ri haluannya beda dg jokowi maka proyek ikn ini akan dibiarkan mangkrak
Haaaa.. sinarmas dapat IKN.,neutral,haaaa sinarmas dapat ikn
Lg sibuk mo bikin IKN .!,neutral,lg sibuk mo bikin ikn
"Kecapean abis kemah di IKN, cmn makan mie instan",neutral,kecapean abis kemah di ikn cmn makan mie instan
Lah kan emng lg mau bikin IKN,neutral,lah kan emng lg mau bikin ikn
Ternyata kemarin mendukung IKN dgn harapan bisa jadi pemimpin IKN kali ya dan sekarang setelah ada pemimpinnya (orang lain) malah kecewa hingga tdk percaya lagi pada jokowi.,neutral,ternyata kemarin mendukung ikn dgn harapan bisa jadi pemimpin ikn kali ya dan sekarang setelah ada pemimpinnya orang lain malah kecewa hingga tdk percaya lagi pada jokowi
Tau ga penajam sama IKN  jarak nya .,neutral,tau ga penajam sama ikn jarak nya
"Mgki mreka kwatir klo smpe ikut dan trnyata Presiden 2024 ganti, mka IKN terancam batal kyk reklamasi. Maybe.",neutral,mgki mreka kwatir klo smpe ikut dan trnyata presiden  ganti mka ikn terancam batal kyk reklamasi maybe
Di pos relawan jokwe cabang ikn,neutral,di pos relawan jokwe cabang ikn
Pak Anies Bawa Tanah gak ke IKN ..?,neutral,pak anies bawa tanah gak ke ikn
titik nol IKN om,neutral,titik nol ikn om
"Justru selain alasan pandemi & ekonomi
Alasan lain yg sering disampaikan adalah demi terwujudnya IKN",neutral,justru selain alasan pandemi ekonomi alasan lain yg sering disampaikan adalah demi terwujudnya ikn
Nanti yang nempatin Istana IKN siape..?,neutral,nanti yang nempatin istana ikn siape
Bisa jd. Artinya investor lain dr luar mngkn jg mulai nimbang2 nh utk lanjut ikutan invest di IKN atau gak. Ada info gak yg sdh fixed utk invest siapa?,neutral,bisa jd artinya investor lain dr luar mngkn jg mulai nimbang nh utk lanjut ikutan invest di ikn atau gak ada info gak yg sdh fixed utk invest siapa
Yg dtg ke IKN brrt setuju,neutral,yg dtg ke ikn brrt setuju
Cari alasan tunda pemilu? Atau tund IKN..?,neutral,cari alasan tunda pemilu atau tund ikn
koe ra pindah neng IKN ndra?,neutral,koe ra pindah neng ikn ndra
Bisa jadi nanti ada Monumen 33 Tanah di IKN.,neutral,bisa jadi nanti ada monumen  tanah di ikn
"Kamis, 10 Maret 2022
• Menghadiri Pelantikan Gubernur Sulawesi Selatan 2022-2023 Dilanjutkan Dengan Pelantikan Kepala dan Wakil Otorita IKN di Istana Negara.

Jumat, 11 Maret 2022
• Menghadiri Rapat Kerja BRIMOB
@Suharso_M
  @Jiwamudaindo",neutral,kamis  maret  menghadiri pelantikan gubernur sulawesi selatan - dilanjutkan dengan pelantikan kepala dan wakil otorita ikn di istana negara jumat  maret  menghadiri rapat kerja brimob
"Berdirinya IKN itu payung hukumnya kuat.. ada UU.. siapa saja tidak melaksanakan bisa jadi dipecat sebagai pimpinan negara lho.. impechment, ngerti enggak lue",neutral,berdirinya ikn itu payung hukumnya kuat ada uu siapa saja tidak melaksanakan bisa jadi dipecat sebagai pimpinan negara lho impechment ngerti enggak lue
"tambah ikn, tambah tiga periode sisan lo dhe",neutral,tambah ikn tambah tiga periode sisan lo dhe
Masih tetap jaga jarak Om dengan sekitaran lingkungan ikn,neutral,masih tetap jaga jarak om dengan sekitaran lingkungan ikn
Di undang ke kemah ikn juga ustads? Hehe,neutral,di undang ke kemah ikn juga ustads hehe
"Dulu ada cerita rakyat Joko Kendil yang melegenda,
Apakah Kendi yg dibawa ke IKN bisa jadi cerita rakyat yg melegenda juga ?",neutral,dulu ada cerita rakyat joko kendil yang melegenda apakah kendi yg dibawa ke ikn bisa jadi cerita rakyat yg melegenda juga
"Setelah Bambang Susantono dan Dhony Rahajoe dilantik sebagai Kepala dan Wakil Kepala Otorita IKN, Kemudian saham2 Sinarmas dan developer properti pada naik. Besoknya Softbank batalin investasi di IKN. Apa ada hubungannya kah?",neutral,setelah bambang susantono dan dhony rahajoe dilantik sebagai kepala dan wakil kepala otorita ikn kemudian saham sinarmas dan developer properti pada naik besoknya softbank batalin investasi di ikn apa ada hubungannya kah
"Bapak setuju pembangunan IKN?
Bapak setuju ritual di IKN?
Justru akan memarginalkan rakyat kaltim karena akan ada gagap teknologi",neutral,bapak setuju pembangunan ikn bapak setuju ritual di ikn justru akan memarginalkan rakyat kaltim karena akan ada gagap teknologi
yea lu nginep di ikn^^,neutral,yea lu nginep di ikn
IKN Bubar?,neutral,ikn bubar
Lg ritual di ikn kah si juprik??,neutral,lg ritual di ikn kah si juprik
"Bukan tentang batalnya nilai investasi, tapi terpukulnya harga diri (seharusnya), IKN yang dibanggakan dinilai tidak layak bagi investor.",neutral,bukan tentang batalnya nilai investasi tapi terpukulnya harga diri seharusnya ikn yang dibanggakan dinilai tidak layak bagi investor
Apakah air dari Bendungan Bener dan tanah dari Desa Wadas ikut dibawa ke titik nol IKN?,neutral,apakah air dari bendungan bener dan tanah dari desa wadas ikut dibawa ke titik nol ikn
"Jejeran tenda dengan rapih & seragam memenuhi tempat Kemping para pejabat negara yang melakukan camping di IKN Nusantara Kalimantan Timur. Meski berjejer rata namun tenda Presiden Jokowi berada lebih tinggi.

""Di sana presiden, yang atas itu,"" kata Pak 
@Suharso_M
@Jiwamudaindo",neutral,jejeran tenda dengan rapih seragam memenuhi tempat kemping para pejabat negara yang melakukan camping di ikn nusantara kalimantan timur meski berjejer rata namun tenda presiden jokowi berada lebih tinggi di sana presiden yang atas itu kata pak
"Wah Pak jokowi sibuk banget ya, mggu ini kemping di IKN, mggu depan konvoi bareng rider MotoGP....",neutral,wah pak jokowi sibuk banget ya mggu ini kemping di ikn mggu depan konvoi bareng rider motogp
Cek weh wakil ikn na asal na ti mana mang,neutral,cek weh wakil ikn na asal na ti mana mang
HUT:aku kan calon kepala OTORITA IKN,neutral,hut aku kan calon kepala otorita ikn
"betuk skali
#DemiIKNRakyatDiabaikan
#IKN_IkatanKlenikNusantara",neutral,betuk skali demi iknrakyat diabaikan ikn_ikatan klenik nusantara
Ikn barang katanya... bisa dibawa² dong nek,neutral,ikn barang katanya bisa dibawa dong nek
"2. Rapat tingkat Menteri dg Menteri PANRB

Kamis, 10 Maret 2022
•Menghadiri pelantikan Gubernur Sulsel 2022-2023 dilanjutkan dg pelantikan Kepala & Wakil Otorita IKN di Istana Negara

Jumat, 11 Maret 2022
•Menghadiri Rapat Kerja Teknis Brimob
@Suharso_M
 
@Jiwamudaindo",neutral,rapat tingkat menteri dg menteri panrb kamis  maret  menghadiri pelantikan gubernur sulsel - dilanjutkan dg pelantikan kepala wakil otorita ikn di istana negara jumat  maret  menghadiri rapat kerja teknis brimob
Orang-orang di sekitar site IKN mostly seneng gak sih Yudh sama rencana relokasi ibu kota?,neutral,orang-orang di sekitar site ikn mostly seneng gak sih yudh sama rencana relokasi ibu kota
udah cepet sana pindah ke IKN,neutral,udah cepet sana pindah ke ikn
Kenapa g di IKN baru?,neutral,kenapa  di ikn baru
Ini logo IKN yg baru,neutral,ini logo ikn yg baru
Gimana yang pada kemping di IKN ya?,neutral,gimana yang pada kemping di ikn ya
"sepertinya pemilik mandau n genk  PakkatDayak  bukan dari wilayah IKN ini,kemarin2 bergerak cm menjalankan perintah kakak pembina(cs) yg sdh alokasikan anggaran aja kyknya!? ...",neutral,sepertinya pemilik mandau  genk pakkatdayak bukan dari wilayah ikn ini kemarin bergerak cm menjalankan perintah kakak pembina cs yg sdh alokasikan anggaran aja kyknya
"Yg tinggal di IKN masih manusiakan pak!!
Cuman nanya aja,kali aja para astronot yg tinggal disono",neutral,yg tinggal di ikn masih manusiakan pak cuman nanya aja kali aja para astronot yg tinggal disono
peserta kemping IKN?,neutral,peserta kemping ikn
"@basuki_btp
 jadikah BTP dilantik jadi Kepala IKN?",neutral,jadikah btp dilantik jadi kepala ikn
"Masih mending ibu2nya curhat IKN rada tinggi dikit, kalau curhat kamar tidur tambah malu.",neutral,masih mending ibunya curhat ikn rada tinggi dikit kalau curhat kamar tidur tambah malu
Bagai mana Indonesia jadi mediator wong lagi sibuk mau pindahan ke IKN. Biar aja Rusia berantem dengan saudaranya.,neutral,bagai mana indonesia jadi mediator wong lagi sibuk mau pindahan ke ikn biar aja rusia berantem dengan saudaranya
"Kita kaitkan dgn IKN aja.
Woiii admin 
@prabowo
 demen bgt nih junjungan lu",neutral,kita kaitkan dgn ikn aja woiii admin demen bgt nih junjungan lu
Logo halal Indonesia: Halal Nusantara.Terinspirasi dari IKN( DN Aidit Dipa Nusantara),neutral,logo halal indonesia halal nusantaraterinspirasi dari ikn dn aidit dipa nusantara
"Skor 1-1 IKN lawan KCIC.....
Jepang kebobolan di KCIC
Indonesia kebobolan di IKN",neutral,skor - ikn lawan kcic jepang kebobolan di kcic indonesia kebobolan di ikn
Ke ikn berapa?,neutral,ke ikn berapa
Owhhh iyaa kah. Kirain cuman gak suka masalah IKN,neutral,owhhh iyaa kah kirain cuman gak suka masalah ikn
"Biar aja mereka pindah di IKN, nhgontrak no di sono!",neutral,biar aja mereka pindah di ikn nhgontrak no di sono
"Infestasi ke IKN cara dapat untung nya sprti apa ? Apakah pasilitas yg di bangun nanti berbayar ?  Kl investasi ke bentuk usaha mungkin saya aga mengerti ,sprti jln tol , ngambil hasil nya dr tarip tol",neutral,infestasi ke ikn cara dapat untung nya sprti apa apakah pasilitas yg di bangun nanti berbayar kl investasi ke bentuk usaha mungkin saya aga mengerti sprti jln tol ngambil hasil nya dr tarip tol
"Masuk akal kalau Menko Marvest Luhut Pandjaitan, para pengusaha dan elit2 partai getol dgn usulan perpanjangan jabatan. Merekalah yang paling berkepentingan & paling diuntungkan oleh IKN dan mrk juga yg paling diuntungkan oleh perpanjangan jabatan. Negara cuma jd sapi perahan mrk",neutral,masuk akal kalau menko marvest luhut pandjaitan para pengusaha dan elit partai getol dgn usulan perpanjangan jabatan merekalah yang paling berkepentingan paling diuntungkan oleh ikn dan mrk juga yg paling diuntungkan oleh perpanjangan jabatan negara cuma jd sapi perahan mrk
tapi cuma Jateng + Jatim +ikn aj  yag...?,neutral,tapi cuma jateng jatim ikn aj yag
Dana IKN banyak ya?,neutral,dana ikn banyak ya
"IKN baru itu mau dipindah kemana sih? Kaltim , kalbar , kalteng atau  kalut?? Aku kok kudet taunya mau pindah kalimantan ajaaa gituh",neutral,ikn baru itu mau dipindah kemana sih kaltim kalbar kalteng atau kalut aku kok kudet taunya mau pindah kalimantan ajaaa gituh
menyelsaikan IKN tdk sulit2 amat jika jadi sekjen PBB...,neutral,menyelsaikan ikn tdk sulit amat jika jadi sekjen pbb
"IKN gak jalan, gaji pejabat IKN tetap jalan..?",neutral,ikn gak jalan gaji pejabat ikn tetap jalan
IKN di kalimantan dan nama ketua otoritanya Bambang...,neutral,ikn di kalimantan dan nama ketua otoritanya bambang
"@zamal_wilda
 lha bedanya sama acara gubernur se-Indonesia di IKN bawa air dan tanah di kendi itu apa ?",neutral,lha bedanya sama acara gubernur se-indonesia di ikn bawa air dan tanah di kendi itu apa
"Bisa diperjelas Nyet, UU yg mana ya soal bergunjing (menolak ikn) tsb?.",neutral,bisa diperjelas nyet uu yg mana ya soal bergunjing menolak ikn tsb
"Lhaa...di lokasi IKN juga ada ginian ?

Kirain hanya ada di Taman Nasional Tanjung Puting saja..",neutral,lhaa di lokasi ikn juga ada ginian kirain hanya ada di taman nasional tanjung puting saja
Termasuk gaji para pejabat ikut ditunda pembayaran sampai IKN resmi selesai ga yaa ??,neutral,termasuk gaji para pejabat ikut ditunda pembayaran sampai ikn resmi selesai ga yaa
Kota penyangga IKN…,neutral,kota penyangga ikn
Kami dari IKN memantau aja.,neutral,kami dari ikn memantau aja
Cari duit buat IKN.,neutral,cari duit buat ikn
Deket ngga dr km mas IKN?,neutral,deket ngga dr km mas ikn
PakBas: gue lg motret lapangan. Kan gue yg bangun ni IKN,neutral,pakbas gue lg motret lapangan kan gue yg bangun ni ikn
Akan difikirkan setelah acara camping IKN,neutral,akan difikirkan setelah acara camping ikn
"Lagi sibuk packing geser ke IKN, Wak",neutral,lagi sibuk packing geser ke ikn wak
"Romo siapakah? Ini acara titip nol km IKN kah? Matur nuwun, salam...",neutral,romo siapakah ini acara titip nol km ikn kah matur nuwun salam
"Yang menginap di IKN itu sekitar 2200 orang, aparat TNI dan POLRI 2000 orang, belum Paspampras, belum lagi pejabat, cuma tdk terlihat di kamera, yg tetlihat hanya orang tertentu.",neutral,yang menginap di ikn itu sekitar  orang aparat tni dan polri  orang belum paspampras belum lagi pejabat cuma tdk terlihat di kamera yg tetlihat hanya orang tertentu
"Berarti ada yang Berpikur Gak Realistia,Gak Wajar dan Gak Waras terkait IKN ini..",neutral,berarti ada yang berpikur gak realistia gak wajar dan gak waras terkait ikn ini
Bisa digagas destinasi wisata baru sebelum benar2 menjadi IKN,neutral,bisa digagas destinasi wisata baru sebelum benar menjadi ikn
Saya kalau Ade jalur JKT -IKN baru ngonten dah,neutral,saya kalau ade jalur jkt -ikn baru ngonten dah
panitia ikn siapa sih :v,neutral,panitia ikn siapa sih 
